Kreyol|French|English|Spanish
Ki sa ki dekouraje w ?|Qu'est-ce qui te démoralise ?|What brings you down?|empty
Enpasyan|L'impatience|Impatient|empty
Ki lè w enpasyan ?|Quand es-tu impatient ?|When are you impatient?|empty
Enteresant|Le vaniteux|Vain|empty
Ki jan w konn fè enteresant ?|Comment fais-tu l'intéressant ?|How are you vain?|empty
Fache|En colère|Angry|empty
Ki sa ki fè w fache ?|Qu'est-ce qui te met en colère ?|What makes you angry?|empty
Kè kontan|Excité|Excited|empty
Ki sa ki fè w sote ponpe ak kè kontan ?|Qu'est-ce qui te fait sauter de joie, tout excité ?|What makes you jump up and down with excitement?|empty
Jalou|Jaloux|Jealous|empty
Ki sa ki fè w jalou ?|De quoi es-tu jaloux ?|What makes you jealous?|empty
Janti|Gentil|Nice|empty
Ki moun ki janti avèk ou ?|Qui est gentil avec toi ?|Who is nice to you?|empty
Fouyapòt|Curieux|Curious|empty
Ki sa ki fè w fouyapòt ?|De quoi es-tu curieux ?|What are you curious about?|empty
Kontan|Heureux|Happy|empty
Ki sa ki fè w kontan ?|Qu'est-ce qui te rend heureux ?|What makes you happy?|empty
Kriye|En pleurs|Tearful|empty
Ki sa ki fè w anvi kriye ?|Qu'est-ce qui te donne envie de pleurer ?|What makes you tearful?|empty
Rechiya|Faire la boude|Mopey|empty
Ki sa ki fè w rechiya ?|Qu'est-ce qui te fait bouder ?|What makes you mopey?|empty
Pè|La peur|Frightened|empty
Ki sa ki fè w pè ?|De quoi as-tu peur ?|What are you frightened of?|empty
Emab|Aimable|Kind|empty
Ki jan ou montre w emab ?|De quelle manière te montres-tu aimable ?|How are you kind ?|empty
Poze tèt ou kesyon|Se poser des questions|Wondering|empty
Ki kesyon w ap poze tèt ou ?|Sur quoi te poses-tu des questions ?|What are you wondering about?|empty
Rapid|Rapide|Zippy|empty
Ki lè w rapid ?|Quand es-tu rapide ?|When are you zippy?|empty
Raz|L'ennui|Bored|empty
Ki lè w santi w raz nan lekòl ou ?|Quand t'ennuies-tu à l’école ?|When are you bored at school?|empty
Lanmou|L'amour|Love|empty
Ki moun ou renmen ?|Qui aimes-tu ?|Who do you love?|empty
Ti griyen dan|Glousser de rire|Giggly|empty
Ki lè ou fè ti griyen dan ?|Quand glousses-tu de rire ?|When are you giggly?|empty
Sou fè jwèt|Espiègle|Playful|empty
Ki lè ou sou fè jwèt ?|Quand es-tu espiègle ?|When are you playful?|empty
Timid|Timide|Shy|empty
Ki lè w timid ?|Quand es-tu timide ?|When are you shy?|empty
Trankil|Calme|Quiet|empty
Ki lè w rete trankil ?|Quand es-tu calme ?|When are you quiet?|empty
Vekse|Agacé|Upset|empty
Ki sa ki fè w vekse ?|Qu’est-ce qui t’agace ?|What makes you upset?|empty
Kachalo|Les Cachalots|Sperm Whales|empty
Kachalo se pi gwo pami balèn sa yo ki gen dan.|Les cachalots sont les plus grandes baleines à dents.|Sperm whales are the biggest toothed whales.|empty
"Yo se kanivò ; yo plis manje gwo gwo tonton kalma yo."|Ce sont des carnivores qui ne mangent essentiellement que des poulpes géants.|They are carnivores that mostly eat giant squids.|empty
Yo kapab viv depase swasann diz (70) an.|Leur espérance de vie dépasse les 70 ans.|They have a life expectancy of over 70 years.|empty
Kachalo yo gen tèt ki gen fòm yon bwat.|Les cachalots ont une tête en forme de boîte.|Sperm whales have box-shaped heads.|empty
Se yo ki gen pi gwo tèt pami tout balèn.|Ils ont la plus grosse tête de toutes les baleines.|They have the largest heads of all whales.|empty
Kachalo yo ka gen ven pye (6 mèt) longè, dis pye (3 mèt) wotè ak sèt pye (2,13 mèt) lajè.|Ils peuvent atteindre vingt pieds (6 mètres) de long, dix pieds (3 mètres) de haut et sept pieds (2,13 mètres) de large.|They can be twenty feet long (6 meters), ten feet tall (3 meters) and seven feet across (2.13 meters).|empty
nan longè (10-12 mèt).|Les cachalots mâles peuvent atteindre 50 à 60 pieds (15-18 mètres) et les femelles 33 à 40 pieds (10-12 mètres) de longueur.|Male sperm whales tend to grow to be 50-60 feet long and females tend to grow to 33-40 feet long.|empty
Koulè ki distenge yo se nwa sonm, blan sonm ak gri.|Leur couleur Vikramdistinctive est noir mat, blanc mat et gris.|Their distinctive color is dull black, dull white and gray.|empty
"Kachalo yo gen fòm yon sosis ; men, yo gen ke, najwa, je ak yon gwo gwo bouch ki gen fòm yon lèt V."|Les cachalots ont une forme de saucisse mais avec une queue, des nageoires, des yeux et une énorme bouche en forme de V.|Sperm whales look like a sausage shape, but with a tail, flippers, eyes and a huge V- shaped mouth.|empty
Kachalo yo konn vwayaje.|Les cachalots migrent.|Sperm whales migrate.|empty
Yo konn ale tou patou nan lemonn. #### Men, se nan dlo ki pi fon yo ou kapab jwenn yo paske se la yo ka chase gwo gwo kalma.|Ils vont partout dans le monde, mais on les trouve surtout dans les eaux profondes car c'est là qu'ils peuvent chasser les poulpes géants.|They go all over the world, but you will find them in the deepest waters, where they hunt giant squids.|empty
Yo viv nan zòn Karayib la tou.|Ils vivent aussi dans les Caraïbes.|They also live in the Caribbean.|empty
Kachalo manje kalma, pwason, pyèv, zangi ak lòt bèt.|Les cachalots mangent des poulpes, du poisson, des pieuvres, des anguilles, etc.|The sperm whale eats squid, fish, octopus, eels, etc.|empty
Yo viv nan dlo twopikal ak dlo frèt.|Les cachalots vivent dans les eaux tropicales et les eaux froides.|The sperm whale lives in tropical and cold waters.|empty
"Kachalo Max viv bò anlè dlo a ; men, yo plonje byen fon pou yo ka kenbe gwo gwo kalma."|Ils vivent à la surface de l'eau, mais plongent très profondément pour attraper des poulpes géants.|They live at the surface of the water, but dive down very deeply to catch giant squids.|empty
Lè yo plonje, yo ka desann byen fon jiska 985 pye rive 1965 pye (274-599 mèt).|Lorsqu'ils plongent, ils peuvent atteindre 985 à 1965 pieds de profondeur (274-599 mètres).|When they dive, they reach between 985 feet to 1,965 feet deep.|empty
Kachalo vwayaje an twoup yon fason pou yo ret ansanm pou yo ka pwoteje bebe yo, epi tou pou yo pwoteje sa ki blese pami yo.|Les cachalots voyagent en troupes afin qu'ils puissent protéger leurs bébés ensemble, et aussi ceux qui sont blessés.|Sperm whales travel in pods so they can protect their babies together and also protect the injured.|empty
Se plis kachalo femèl ki vwayaje an twoup.|Ce sont surtout les cachalots femelles qui voyagent en troupes.|It’s mostly female sperm whales that travel in pods.|empty
Yon twoup se yon gwoup balèn.|Une troupe est un groupe de cachalots.|A pod is a group of whales.|empty
Kachalo mal yo vwayaje pou kont yo.|Les cachalots mâles voyagent seuls.|Male sperm whales travel on their own.|empty
"Kachalo dòmi andezo ; yo pa dòmi sou sifas dlo a."|Les cachalots dorment juste au-dessous de la surface de l'eau, pas sur l'eau.|Sperm whales sleep just below the surface of the water, not on the water.|empty
Sèvo balèn nan gen de (2) pati ladan l, kon sa yon mwatye sèvo a kapab dòmi pandan lòt mwatye a pèmèt balèn nan kontinye respire pou li pa neye.|Le cerveau du cachalot est partagé en deux parties de telle sorte que la moitié de son cerveau peut dormir tandis que l'autre moitié permet au cachalot de respirer et donc de ne pas se noyer.|The whale’s brain is split into two parts, so half of the brain can sleep while the other half of the brain keeps the whale breathing, so the whale doesn’t drown.|empty
Kèk mo sou otè yo|À propos des auteurs|About the authors|empty
Nou gen ant uit (8) an ak nev (9) an.|Nous avons entre 8 et 9 ans.|Our ages are between eight and nine.|empty
Nou etidye balèn nan premye semès klas nou epi n etidye jan moun chase balèn nan dezyèm semès la.|Nous étudions les baleines au premier semestre et la chasse à la baleine au second.|We study whales in the first semester and whaling in the second.|empty
Nou te kontan fè liv sa a pou ou sou yon kategori balèn ki rele kachalo !|Nous avons pris un grand plaisir à faire ce livre sur les cachalots pour vous !|We enjoyed making this book on the sperm whales for you!|empty
Nou espere w ap renmen liv sa a !|Nous espérons qu'il vous plaira !|We hope you enjoy it!|empty
- Cali ak Montana, klas twazyèm ane|- Cali et Montana, classe de troisième année|- Cali and Montana, third grade class|empty
Kawòt majik yo|Les carottes magiques|empty|Las zanahorias mágicas
Vwala te gen yon sezon sechrès ak grangou pou tout bèt.|Il était une fois, tous les animaux souffraient de sècheresse et de faim.|empty|Érase una vez una época de muchísima sequía y hambre para todos los animales.
Yon ti sourit ki te grangou t ap mache byen tris pou l al nan jaden. #### Se lè sa a yon majisyen parèt devan l epi li ba li yon sak ki gen kat (4) kawòt.|Une petite souris toute triste et affamée marchait dans le champ quand apparut un magicien avec un sac contenant quatre carottes.|empty|Un triste ratoncito caminaba hambriento por el campo cuando se le apareció un mago que le entregó un saco con cuatro zanahorias.
Li di ti sourit la : « Kawòt sa yo majik, epi y ap pi majik toujou si w konn ki jan pou w sèvi avèk yo. »|Il dit à la petite souris : « Ces carottes sont magiques et elles le seront encore plus si tu sais t’en servir. »|empty|Este le dijo al ratoncito: "Son mágicas, y serán aún más mágicas si sabes usarlas."
Ti sourit la t ap mouri grangou. #### Men, li deside pou l pa manje okenn nan kawòt yo pou l ka byen sèvi avèk yo.|La petite souris mourait de faim, mais décida de ne manger aucune des carottes pour en faire un bon usage.|empty|El ratoncito se moría de hambre, pero decidió no comerse ninguna zanahoria para darle buen uso.
Lè l ap tounen lakay li, li kontre ak yon ti granmoun lapen ki te pòv e ki pa t menm ka mache.|Alors qu’elle retournait à la maison, elle rencontra un vieux lapin pauvre qui ne pouvait même plus marcher.|empty|Al volver a casa, encontró un viejo y pobre conejo que no podía ni siquiera caminar.
Lapen an di l : « Ban m ti kichòy, souple ! »|« Donnemoi quelque chose, s’il te plait, » lui dit-il.|empty|Dame algo, por favor, le dijo.
Ti sourit la pa t gen anyen, sòf kawòt majisyen an te ba li yo.|La petite souris n’avait rien d’autre que les carottes que le magicien lui avait données.|empty|El ratoncito no tenía nada más que las zanahorias que el mago le había dado.
Kòm kawòt yo te majik, li pa t konnen si l te dwe bay ladan yo.|Comme elles étaient magiques, elle ne savait pas si elle devait les lui donner.|empty|Como eran mágicas, dudo si debía dárselas.
Men, li sonje jan paran l te konn pale avè l lè l te piti pou l aprann pataje tout sa l genyen. #### Kon sa li pran youn nan kawòt yo nan sak la, epi l bay lapen an li.|Cependant, elle se souvint de ce que ses parents lui avaient appris depuis toute petite : qu'il était bon de tout partager. #### Ainsi, elle prit une carotte du sac et la donna au lapin.|empty|Sin embargo, recordó como sus padres le enseñaron desde pequeño a compartirlo todo, así que sacó una zanahoria del saco y se la dio al conejo.
Menm kote a, kawòt la vin klere mil koulè, sa ki te montre ki jan li te majik.|À l’instant même, la carotte brilla de mille couleurs, montrant ainsi sa magie.|empty|Al instante, la zanahoria brilló con mil colores, mostrando su magía.
Sa te fè lapen an mache ak yon kè kontan li pa t janm genyen depi plizyè ane.|Le lapin s’en alla plus heureux comme jamais.|empty|El conejo se fue feliz caminando como hacía años no hacía.
Ti sourit la pa t fin konprann. #### Men, an menm tan, kè l te kontan tou.|La petite souris était confuse et contente à la fois.|empty|El ratoncito siguió confuso y contento a la vez.
Li t ap panse sou jan li te gentan bay youn nan kawòt majik li yo. #### Men, li te rete kwè lapen an te plis bezwen l pase l.|Elle pensait qu’elle avait laissé échapper une carotte magique, mais ce lapin en avait besoin bien plus qu’elle.|empty|Pensaba que había dejado escapar una zanahoria mágica, pero que aquel conejo la necesitaba más que él.
Menm bagay la rive l ankò avèk yon zwazo avèg epi ak yon mouton tou kale. #### Sa fè l vin rive lakay li ak yon grenn nan kawòt yo sèlman.|Il se passa la même chose avec un oiseau aveugle et un mouton chauve, tant et si bien qu’arrivée chez elle, il ne lui restait plus qu’une seule carotte.|empty|Lo mismo le ocurrió con un pájaro ciego y una oveja calva, de forma que al llegar a su casa sólo le quedaba una de las zanahorias.
"Lè l rive lakay li, li rakonte paran l tout sa k te pase ; jan li te aji a te fè yo fyè anpil."|Elle raconta ce qui lui était arrivé à ses parents qui se montrèrent très fiers de son comportement.|empty|Al llegar a casa, le contó lo sucedido a sus papás, que se mostraron muy orgullosos por su comportamiento.
Lè ti sourit la pral rale dènye kawòt majik la, li wè ti frè l la ki t ap kriye paske l grangou. #### Li pran kawòt la epi li ba li l.|Au moment de sortir la dernière carotte magique, son petit frère arriva en pleurant de faim. #### Elle prit la carotte et la lui donna.|empty|"Y cuando iba a sacar la última zanahoria mágica, llegó su hermanito pequeño, llorando por el hambre; este la cogió y se la dio a él."
Menm kote a, majisyen an parèt voup epi l mande ti sourit la : « Kote kawòt majik mwen te ba ou yo? »|À ce moment-là, le magicien apparut et demanda à la petite souris : « Où se trouvent les carottes magiques que je t’ai données ? »|empty|En ese momento de la nada, apareció el mago y le preguntó al ratoncito: “¿Dónde están las ramitas mágicas que te entregué?”
