text,text_preprocessed,LEN
Intanashinali nuo rege myuuzishan [[Bab Maali]] (Bob Marley) ena Jumiekan tu.,Intanashinali nuo rege myuuzishan Bab_Maali ena Jumiekan tu,8
"Nof adaels intanashional nuo aatis eh baan ina [[Jumieka]], ingkluudn Mili Sumaal ([[Millie Small]]), Lii ""Krach"" Peri ([[Lee ""Scratch"" Perry]]), Gregri Aizax ([[Gregory Isaacs]]), Aaf Paint ([[Half Pint]]), Protojie (Protoje), Piita Toch ([[Peter Tosh]]), [[Boni]] Wiela ([[Bunny Wailer]]), Big Yuut (Big Youth), Jimi Klif (Jimmy Cliff), Denis Brong (Dennis Brown), Dezman [[Deka]] ([[Desmond Dekker]]), Beris [[Aman]] ([[Beres Hammond]]), Biini [[Man]] ([[Beenie Man]]), Shagi (Shaggy), Gries Juonz (Grace Jones), Shaba Rangx ([[Shabba Ranks]]), Siupa Kiat (Super Cat), Buju [[Bantan]] ([[Buju Banton]]), Shaan Paal (Sean [[Paul), I]] [[Wien]] (I Wayne), Bounti Kila ([[Bounty Killer]]) ah nof muo.",Nof adaels intanashional nuo aatis eh baan ina Jumieka ingkluudn Mili Sumaal Lii Krach Peri Gregri Aizax Aaf Paint Protojie Piita Toch Boni Wiela Big Yuut Jimi Klif Denis Brong Dezman Deka Beris Aman Biini Man Shagi Gries Juonz Shaba Rangx Siupa Kiat Buju Bantan Shaan Paal I Wien Bounti Kila ah nof muo,54
"[[Ban]]-aatis gruup we koh frah [[Jumieka]] ingkluud Blak Uhuru ([[Black Uhuru]]), Toerd Woerl [[Ban]] (Third World Band), Ina Soerkl (Inner Circle), Chalis Rege [[Ban]] (Chalice Reggae Band), Kolcha (Culture), Fab Faib (Fab Five) ah Maagan Eritij (Morgan Heritage).",Banaatis gruup we koh frah Jumieka ingkluud Blak Uhuru Toerd Woerl Ban Ina Soerkl Chalis Rege Ban Kolcha Fab Faib ah Maagan Eritij,23
Di jahra jongl kumout a [[Landan]] Jumiekan dayaspora.,Di jahra jongl kumout a Landan Jumiekan dayaspora,8
Di boert a ip-ap ina [[Nyuu Yaak Siti]] uo wuoliip tu di siti Jumiekan komiuniti.,Di boert a ipap ina Nyuu_Yaak_Siti uo wuoliip tu di siti Jumiekan komiuniti,13
Jumieka a yaad fi Red Schraip bier ah [[Jumiekan Bluu Mountn Kaafi]].,Jumieka a yaad fi Red Schraip bier ah Jumiekan_Bluu_Mountn_Kaafi,9
Spuots a intigral paat a nashinal laif ina [[Jumieka]] ah di ailant atliitdem ten fi pofaam tu standad [[wel]] aya dah wa enibadi maita aadineri expek frah soch a sumaal konchri.,Spuots a intigral paat a nashinal laif ina Jumieka ah di ailant atliitdem ten fi pofaam tu standad wel aya dah wa enibadi maita aadineri expek frah soch a sumaal konchri,31
"Wails di muos papila luokal spuots a krikit, pah di intanashinal stiej Jumiekan ten fi du muo dah [[wel]] ina chrak ah fiil atletix.",Wails di muos papila luokal spuots a krikit pah di intanashinal stiej Jumiekan ten fi du muo dah wel ina chrak ah fiil atletix,24
"[[Jumieka]] projuus som a di wol muos fiemos krikita, ingkluudn Jaaj Edli (George Headley), Kuotni Walsh (Courtney Walsh), ah Maikal Uoldin (Michael Holding).",Jumieka projuus som a di wol muos fiemos krikita ingkluudn Jaaj Edli Kuotni Walsh ah Maikal Uoldin,17
[89] Di konchri wena wan a di venyuu fi 2007 Krikit [[Wol]] Kop ah di Wes Indiiz krikit tiim a wan a 10 [[ICC]] ful memba tiim we patisipiet ina intanashinal Tes krikit.,Di konchri wena wan a di venyuu fi Krikit Wol Kop ah di Wes Indiiz krikit tiim a wan a ICC ful memba tiim we patisipiet ina intanashinal Tes krikit,30
"[90] Di [[Jumieka]] nashinal krikit tiim kompiit riijanali, ah provaid plieya fi di Wes Indiiz tiim tu.",Di Jumieka nashinal krikit tiim kompiit riijanali ah provaid plieya fi di Wes Indiiz tiim tu,16
[91][92] Kris Giel (Chris Gayle) a di muos rinoun batsman frah [[Jumieka]] korantli a-riprizent di Wes Indiiz krikit tiim.,Kris Giel a di muos rinoun batsman frah Jumieka korantli ariprizent di Wes Indiiz krikit tiim,16
Sens indipendans [[Jumieka]] kansistent projuus [[wol]] klaas atliit [[ina]] chrak ah fiil.,Sens indipendans Jumieka kansistent projuus wol klaas atliit ina chrak ah fiil,12
[87] Ina [[Jumieka]] invalvment [[ina]] atletix bigin a yong-yong iej ah muos ai skuul mentien rigaros atletix pruogram wid deh tap atliitdem a-kompiit ina nashinal kampitishan (espeshali di VMBS Gial ah Bwai Atletix Champianship) ah nof intanashinal miit (muos nuotebl di Pen Rilie ([[Penn]] Relays)).,Ina Jumieka invalvment ina atletix bigin a yongyong iej ah muos ai skuul mentien rigaros atletix pruogram wid deh tap atliitdem akompiit ina nashinal kampitishan ah nof intanashinal miit,29
Ina [[Jumieka]] ikaman fi yong atliit get pres kovrij ah nashinal bigop lang bifuo deh araiv pah di intanashinal atletix stiej.,Ina Jumieka ikaman fi yong atliit get pres kovrij ah nashinal bigop lang bifuo deh araiv pah di intanashinal atletix stiej,21
"Uoba di paas six deked Jumieka projuus dozn a wol klaas sprinta ingkluudn Olimpik ah Wol Champian [[Yusien Buolt]] (Usain Bolt), wol rekaad uola ina di 100m fi man a 9.58s, ah 200m fi man a 19.19s.",Uoba di paas six deked Jumieka projuus dozn a wol klaas sprinta ingkluudn Olimpik ah Wol Champian Yusien_Buolt wol rekaad uola ina di m fi man a s ah m fi man a s,34
Adaels papila spuot ina [[Jumieka]] a asuosieshan futbaal ah aas-riesn.,Adaels papila spuot ina Jumieka a asuosieshan futbaal ah aasriesn,10
Di nashinal futbaal tiim eh kualifai fi di 1998 [[FIFA]] [[Wol]] Kop.,Di nashinal futbaal tiim eh kualifai fi di FIFA Wol Kop,11
"Di Jumieka nashinal babsled tiim eh wantaim siiros kantenda ina di Winta Olimpix, wen deh biitout nof [[wel]]-extablish tiim.",Di Jumieka nashinal babsled tiim eh wantaim siiros kantenda ina di Winta Olimpix wen deh biitout nof welextablish tiim,19
"[[Ches]] ah baskitbaal waidli plie [[ina]] [[Jumieka]] ah get supuot frah di [[Jumieka]] [[Ches]] Fedarieshan (JCF) ah di [[Jumieka]] Baskitbaal Fedarieshan (JBF), rispektivli.",Ches ah baskitbaal waidli plie ina Jumieka ah get supuot frah di Jumieka Ches Fedarieshan ah di Jumieka Baskitbaal Fedarieshan rispektivli,21
"Netbaal veri papila pah di ailant tu, wid di [[Jumieka]] nashinal netbaal tiim deh kaal Di Sonshain Gialdem kansistentli rangkin ina di tap faib ina di wol.",Netbaal veri papila pah di ailant tu wid di Jumieka nashinal netbaal tiim deh kaal Di Sonshain Gialdem kansistentli rangkin ina di tap faib ina di wol,27
"[93] Di [[Jumieka]] nashinal rogbi liig tiim mekop a plieya uu plie ina [[Jumieka]], ah [[YK]]-plieya frah profeshanal ah semi profeshanal tiim ina di [[YK.",Di Jumieka nashinal rogbi liig tiim mekop a plieya uu plie ina Jumieka ah YKplieya frah profeshanal ah semi profeshanal tiim ina di YK,24
[94]]] Deh fos intanashanal ena 37–22 laas tu di [[Yunaitid Stiet]] nashinal rogbi liig tiim [[ina]] Novemba 2009.,Deh fos intanashanal ena laas tu di Yunaitid_Stiet nashinal rogbi liig tiim ina Novemba,14
[95] Rogbi liig [[ina]] [[Jumieka]] a-gruo wid yunivoersiti ah ai skuul a-tekop di spuot.,Rogbi liig ina Jumieka agruo wid yunivoersiti ah ai skuul atekop di spuot,13
[96][97] Di JRLA Champianship a di mien rogbi liig kampitishan [[ina]] di konchri.,Di JRLA Champianship a di mien rogbi liig kampitishan ina di konchri,12
[98] Di Orikien Rogbi Liig a profeshanal rogbi liig tiim uu a-uop fi kompiit [[ina]] eida di [[USA]] Rogbi Liig ar di [[AMNRL]] bai 2013 juurin wa taim deh wi chrien yong plieya iej 14–19 uu ago bi paat a di Orikin RL Akiademi ina uop fi divelop ina ful-taim profeshanal plieya.,Di Orikien Rogbi Liig a profeshanal rogbi liig tiim uu auop fi kompiit ina eida di USA Rogbi Liig ar di AMNRL bai juurin wa taim deh wi chrien yong plieya iej uu ago bi paat a di Orikin RL Akiademi ina uop fi divelop ina fultaim profeshanal plieya,49
[[Jumieka]] a mix ikanami wid buot stiet entapraiz ah praivit sekta bizniz.,Jumieka a mix ikanami wid buot stiet entapraiz ah praivit sekta bizniz,12
Estimiet se 1.3 milian farin tuuris visit [[Jumieka]] ebri ier.,Estimiet se milian farin tuuris visit Jumieka ebri ier,9
"Wid supuot bai moltilataral finanshal instityuushan, [[Jumieka]] sens di hoerli 1980z, eh siik fi impliment schrokcharal rifaam wid di iem fi fasta praivit sekta aktiviti ah ingkriis di ruol a maakit fuos [[ina]] rizuos alokieshan.",Wid supuot bai moltilataral finanshal instityuushan Jumieka sens di hoerli z eh siik fi impliment schrokcharal rifaam wid di iem fi fasta praivit sekta aktiviti ah ingkriis di ruol a maakit fuos ina rizuos alokieshan,35
"Di makroikanamik stiebilaizieshan program inchajuus ina 1991, we fuokos pah tait fiskal ah maniteri palisi kanchribiut tu kanchuol ridokshan [[ina]] di riet a inflieshan.",Di makroikanamik stiebilaizieshan program inchajuus ina we fuokos pah tait fiskal ah maniteri palisi kanchribiut tu kanchuol ridokshan ina di riet a inflieshan,23
Di anyual inflieshan riet dikriis frah ai riet a 80.2% [[ina]] 1991 tu 7.9% [[ina]] 1998.,Di anyual inflieshan riet dikriis frah ai riet a ina tu ina,12
Inflieshan fi FI1998/99 wena 6.2% kompier tu 7.2% [[ina]] di karispandin piiriad [[ina]] CUU1997/98.,Inflieshan fi FI wena kompier tu ina di karispandin piiriad ina CUU,12
"Di Gobament a [[Jumieka]] rimien komitid tu luowa inflieshan, wid lang-toerm abjektiv fi bringi ina lain wid fii mieja chriedn paadna riet.",Di Gobament a Jumieka rimien komitid tu luowa inflieshan wid langtoerm abjektiv fi bringi ina lain wid fii mieja chriedn paadna riet,22
"Di dikriis [[ina]] GDP [[ina]] 1996 ah 1997 eh muosli juu tu signifikant prablem [[ina]] di finanshal sekta ah, [[ina]] 1997, sivier ailant-waid jrout (die wosis [[ina]] 70 ier) we jrastikali rijuus agrikolcharal prodokshan.",Di dikriis ina GDP ina ah eh muosli juu tu signifikant prablem ina di finanshal sekta ah ina sivier ailantwaid jrout we jrastikali rijuus agrikolcharal prodokshan,26
"Ina 1997, naminal GDP ena apraximetli J$220,556.2 milian ([[US$]]6,198.9 milian bies pah di avrij anyual exchienj riet a di piiriad).",Ina naminal GDP ena apraximetli J milian,7
"Di ikanami ina 1997 eh maak bai luo lebl a impuot gruot, ai lebl a praivit kiapital influo ah relitiv stabiliti [[ina]] di farin exchienj maakit.",Di ikanami ina eh maak bai luo lebl a impuot gruot ai lebl a praivit kiapital influo ah relitiv stabiliti ina di farin exchienj maakit,25
"[104] Jumieka a di fif laajis expuota a baxait ina di wol, afta [[Aschrielia]], [[Chaina]], [[Brazil]] ah [[Gini]].",Jumieka a di fif laajis expuota a baxait ina di wol afta Aschrielia Chaina Brazil ah Gini,17
"[[Jumieka]] ab waga-waga amount a indoschrial injinierin, lait manifakchrin, ingkluudn metal fabrikieshan, metal ruufin, ah fonicha manifakchrin.",Jumieka ab wagawaga amount a indoschrial injinierin lait manifakchrin ingkluudn metal fabrikieshan metal ruufin ah fonicha manifakchrin,17
"Sens di fos kuaata a 2006, di ikanami a [[Jumieka]] expiiriens a piiriad a staanch gruot.",Sens di fos kuaata a di ikanami a Jumieka expiiriens a piiriad a staanch gruot,15
"[106] Wah invesment pruogram [[ina]] ailant chanspuotieshan ah yutiliti infrachrokcha ah gien [[ina]] di tuurizam, mainin, ah saabis sekta aal kanchribiut dis figa.",Wah invesment pruogram ina ailant chanspuotieshan ah yutiliti infrachrokcha ah gien ina di tuurizam mainin ah saabis sekta aal kanchribiut dis figa,22
"Ina Iepril 2014, die Govament a [[Jumieka]] ah [[Chaina]] sain di prilimineri agriiment fi di fos fiez a di Jumiekan Lajistix [[Ob]] (JLO) - di inishitiv we iem fi pozishan [[Kinston]] az di fuot nuod ina di gluobal lajistix chien, wa jain Ratadam, [[Dubai]] ah [[Singgapuor]], fi saab die Amoerkaz.",Ina Iepril die Govament a Jumieka ah Chaina sain di prilimineri agriiment fi di fos fiez a di Jumiekan Lajistix Ob di inishitiv we iem fi pozishan Kinston az di fuot nuod ina di gluobal lajistix chien wa jain Ratadam Dubai ah Singgapuor fi saab die Amoerkaz,47
"[108] Di Prajek, wen idon, expek fi provaid nof jab fi Jumiekan, Ikanamik Zuon fi moltinashinal kompni[109] ah [[wel]] niid ikanamik gruot fi aliviet di konchri ebi det-tu-GDP riesho.",Di Prajek wen idon expek fi provaid nof jab fi Jumiekan Ikanamik Zuon fi moltinashinal kompni ah wel niid ikanamik gruot fi aliviet di konchri ebi dettuGDP riesho,28
Schrik adierens tu di [[IMF]] rifinansin pruogram ah preparieshan fi di JLO saab fi buusop [[Jumieka]] kredit rietin ah outluk frah di [[chrii]] bigis rietin iejensi.,Schrik adierens tu di IMF rifinansin pruogram ah preparieshan fi di JLO saab fi buusop Jumieka kredit rietin ah outluk frah di chrii bigis rietin iejensi,26
"Di chanspuot infrachokcha ina [[Jumieka]] kansis a ruodwie, rielwie ah ier chanspuot, wid ruodwie faam di bakbuon a di ailant intoernal chanspuot sistim.",Di chanspuot infrachokcha ina Jumieka kansis a ruodwie rielwie ah ier chanspuot wid ruodwie faam di bakbuon a di ailant intoernal chanspuot sistim,23
"Rielwie ina [[Jumieka]] no huol di praminent pozishan agen laka fos taim, sens deh muosli riplies bai ruodwie az di praimri miinz a chanspuot.",Rielwie ina Jumieka no huol di praminent pozishan agen laka fos taim sens deh muosli riplies bai ruodwie az di praimri miinz a chanspuot,24
"Kansida se rielwie kanschrok a [[Jumieka]] frah 1845, di fos rielwie lain fi opn tu chrafik outsaida [[Yuurop]] ah [[Naat Amoerka]].",Kansida se rielwie kanschrok a Jumieka frah di fos rielwie lain fi opn tu chrafik outsaida Yuurop ah Naat Amoerka,20
"Outa di 272 kilamiita (169 mail) a rielwie fain ina [[Jumieka]], onggl 57 kilamiita (35 mail) stil ina aparieshan korantli, onggl yuuz fi chanspuot baxait.",Outa di kilamiita a rielwie fain ina Jumieka onggl kilamiita stil ina aparieshan korantli onggl yuuz fi chanspuot baxait,19
"Juu tu ou ilokiet ina di [[Kiaribiyan Sii]] ina di shipin lien tu di [[Panamaa Kianal]] ah relitiv praximiti tu di laaj Naat Amoerkan maaakit ah imoerjin maaket ina Latn Amoerka, Jumieka angl nof kantiena chrafik.",Juu tu ou ilokiet ina di Kiaribiyan_Sii ina di shipin lien tu di Panamaa Kianal ah relitiv praximiti tu di laaj Naat Amoerkan maaakit ah imoerjin maaket ina Latn Amoerka Jumieka angl nof kantiena chrafik,35
"Nof adaels puot pozishan rong di aislant, ingkluudn Puot Eskuivel [[ina]] [[Sin]] Kiachrin (WINDALCO), Raki Paint [[ina]] Klarindan, Puot Kaiza [[ina]] Sint Ilizibet, Puot Ruodz [[ina]] Diskovri Bie, Renalz Pier [[ina]] Uochi Rayos, ah Bounbruk Puot ina [[Puot Antuoni]].",Nof adaels puot pozishan rong di aislant ingkluudn Puot Eskuivel ina Sin Kiachrin Raki Paint ina Klarindan Puot Kaiza ina Sint Ilizibet Puot Ruodz ina Diskovri Bie Renalz Pier ina Uochi Rayos ah Bounbruk Puot ina Puot Antuoni,38
"Fi ied di navigieshan a shipin, [[Jumieka]] apariet nain laitous.",Fi ied di navigieshan a shipin Jumieka apariet nain laitous,10
"Di muos kanviinient suos a impuotid ail ah moto fyuil (diizl, giasaliin, ah jet fyuil) a frah [[Mexiko]] ah [[Venizuela]].",Di muos kanviinient suos a impuotid ail ah moto fyuil a frah Mexiko ah Venizuela,15
"Wah win faam, uon bai di [[Pichruoliom Kaaparieshan a Jumieka]], eh extablish a Wigtan, Manchesta.",Wah win faam uon bai di Pichruoliom_Kaaparieshan_a_Jumieka eh extablish a Wigtan Manchesta,12
"[[Jumieka]] eh soksesful fi apariet wah SLOWPOKE-2 nyuuklier riakta a 20 kW kiapasiti sens di hoerli 1980z, bot no muo plan no de fi expan nyuuklier powa fi nou.",Jumieka eh soksesful fi apariet wah SLOWPOKE nyuuklier riakta a kW kiapasiti sens di hoerli z bot no muo plan no de fi expan nyuuklier powa fi nou,28
"[[Jumieka]] impuot apraximetli 80,000 baril (13,000 m3) a ail enaji prodok po die,[111] ingkluudn asfalt ah lubrikieshan prodok.",Jumieka impuot apraximetli baril a ail enaji prodok po die ingkluudn asfalt ah lubrikieshan prodok,15
"[[Jumieka]] projuus singkuma kuantiti a aijros etanal (5% waata kantent), fieba se muos a it kansyuum az bebrij, ah non a it no yuuz as moto fyuil.",Jumieka projuus singkuma kuantiti a aijros etanal fieba se muos a it kansyuum az bebrij ah non a it no yuuz as moto fyuil,24
"Dis sitieshan afek espeshal di puo, ingkluudn di oerban puo nof a uu lib [[ina]] di uoba 595 anplan skuata seklment [[ina]] di konchri [[ina]] anelti ah ansaniteri invairanment wid ai rix a waatakyaa diziiz.",Dis sitieshan afek espeshal di puo ingkluudn di oerban puo nof a uu lib ina di uoba anplan skuata seklment ina di konchri ina anelti ah ansaniteri invairanment wid ai rix a waatakyaa diziiz,34
"Di rispansibiliti fi waata ah sanitieshan palisi widin di gobament res wid di Minischri a Waata ah Ouzn, ah di mien saabis provaida a di Nashinal Waata [[Komishan]].",Di rispansibiliti fi waata ah sanitieshan palisi widin di gobament res wid di Minischri a Waata ah Ouzn ah di mien saabis provaida a di Nashinal Waata Komishan,28
[[Jumieka]] gat fuli dijital telifuon komiunikieshan sistim wid mobail penichrieshan a uoba 95%.,Jumieka gat fuli dijital telifuon komiunikieshan sistim wid mobail penichrieshan a uoba,12
"Di konchri [[chrii]] mobail aparieta – Kiebl ah Wayales (Cable and Wireless)(maakit az LIME – Lanlain, Intanet, Mobail ah Entatienment), Dijisel (Digicel), ah Uoshanik Dijital (Oceanic Digital) (apariet az MiPhone ah nou nuo az Claro sens liet 2008) – eh spen milian pah milian ina netwoerk opgried ah expanshan.",Di konchri chrii mobail aparieta Kiebl ah Wayales Dijisel ah Uoshanik Dijital eh spen milian pah milian ina netwoerk opgried ah expanshan,22
"Wid wayales yuusij a-ingkriis, lanlain soplai bai Kiebl ah Wayales rijuus frah dis uoba aaf milian tu rofli bout [[chrii]] onjrid touzn bai 2006.",Wid wayales yuusij aingkriis lanlain soplai bai Kiebl ah Wayales rijuus frah dis uoba aaf milian tu rofli bout chrii onjrid touzn bai,23
"Wah nyuu enchrant tu di [[Jumieka]] komiunikieshan maakit, Fluo [[Jumieka]] (Flow [[Jamaica]]), lie nyuu sobmariin kiebl fi kanek [[Jumieka]] tu di [[Yunaitid Stiet]].",Wah nyuu enchrant tu di Jumieka komiunikieshan maakit Fluo Jumieka lie nyuu sobmariin kiebl fi kanek Jumieka tu di Yunaitid Stiet,21
Dis nyuu kiebl ingkriis di tuotal nomba a sobmariin kiebl we a-kanek [[Jumieka]] tu di res a di wol tu fuo.,Dis nyuu kiebl ingkriis di tuotal nomba a sobmariin kiebl we akanek Jumieka tu di res a di wol tu fuo,21
Di Dimokratik Ripoblik a di Kanggo a wahn konchri ina [[Afrika]].,Di Dimokratik Ripoblik a di Kanggo a wahn konchri ina Afrika,11
"Valdenebro a wahn miunisipaliti luokiet ina di [[pravins a Soria]], [[Kiastiil ahn León]], [[Spien]].",Valdenebro a wahn miunisipaliti luokiet ina di pravins_a_Soria Kiastiil ahn León Spien,12
Kambodja a wah savrin konchri a [[Ieja]].,Kambodja a wah savrin konchri a Ieja,7
"Valparaiyso a wah mieja siti, siipuot, ah edikieshanal senta ina di kounti ar kamyuun a Valparaiyso, [[Chili]].",Valparaiyso a wah mieja siti siipuot ah edikieshanal senta ina di kounti ar kamyuun a Valparaiyso Chili,17
"Talveila a wahn miunisipaliti luokiet ina di [[pravins a Soria]], [[Kiastiil ahn León]], [[Spien]].",Talveila a wahn miunisipaliti luokiet ina di pravins_a_Soria Kiastiil ahn León Spien,12
"Chiiz a [[fuud]] mek frah milk ina wuol baga flieva, texcha, ah faam bai koagiulieshan a di [[milk]] pruotiin kiesiin.",Chiiz a fuud mek frah milk ina wuol baga flieva texcha ah faam bai koagiulieshan a di milk pruotiin kiesiin,20
"Nayagra Faalz a di kalektiv niem fi chrii waatafaal we schragl di intanashinal baada bitwiin [[Kianada]] ah di [[Yunaitid Stiet]]; muo spisifikali, bitwiin di pravins a Antierio ah di stiet a Nyuu Yaak.",Nayagra Faalz a di kalektiv niem fi chrii waatafaal we schragl di intanashinal baada bitwiin Kianada ah di Yunaitid Stiet muo spisifikali bitwiin di pravins a Antierio ah di stiet a Nyuu Yaak,33
