text,text_clean,text_ents
T' oposisyuun blames dem i' t' policiis o' t' Revolusyuun.,T oposisyuun blames dem i t policiis o t Revolusyuun,T oposisyuun blames dem i t policiis o t Revolusyuun
"I' 2019 t' liider o' the oposisyuun-kontrolled Nashyuunal Asemblii, Juan Guaidó was deklared bii t' oposisyuun t' bii Maduro's succesor.",I t liider o the oposisyuunkontrolled Nashyuunal Asemblii Juan Guaidó was deklared bii t oposisyuun t bii Maduros succesor,I t liider o the oposisyuunkontrolled Nashyuunal Asemblii Juan Guaidó was deklared bii t oposisyuun t bii Maduros succesor
This was because dey claimed daa t' eleksyuun o' 2018 was fradulent.,This was because dey claimed daa t eleksyuun o was fradulent,This was because dey claimed daa t eleksyuun o was fradulent
"T' Yunitid Staits, [[Kolombiya]], an mani othas rekognaaiz'd his claim.",T Yunitid Staits Kolombiya an mani othas rekognaaizd his claim,T Yunitid Staits Kolombiya an mani othas rekognaaizd his claim
This has led to a' situasyuun i' which Wenezuela has two ofisholi rekognaaiz'd presidents.,This has led to a situasyuun i which Wenezuela has two ofisholi rekognaaizd presidents,This has led to a situasyuun i which Wenezuela has two ofisholi rekognaaizd presidents
Flore Kleenin es a mayja okkupashin thruout t' weldt.,Flore Kleenin es a mayja okkupashin thruout t weldt,Flore Kleenin es a mayja okkupashin thruout t weldt
T' mien job o' mos kleeners es ta kleen dem [[flores]].,T mien job o mos kleeners es ta kleen dem flores,T mien job o mos kleeners es ta kleen dem flores
Raisons fore flore kleenin.,Raisons fore flore kleenin,Raisons fore flore kleenin
T' prinsipal raisons fore flore kleenin' es:,T prinsipal raisons fore flore kleenin es,T prinsipal raisons fore flore kleenin es
Flowa ulla Bluum es a' reprodyuuktiv strukchar o' flowarin' [[plaant]].,Flowa ulla Bluum es a reprodyuuktiv strukchar o flowarin plaant,Flowa ulla Bluum es a reprodyuuktiv strukchar o flowarin plaant
Strukchar.,Strukchar,Strukchar
Flowas hauf 4 basiik paats.,Flowas hauf basiik paats,Flowas hauf basiik paats
Dem ar:,Dem ar,Dem ar
"Nazi Jirmanii w' tiem i' histrei o' Jirmanii (ulla [[Doichland]]) wen t' kuntrii w' ruled b' t' Nashyuunal Sosyuulist Workers' Partii (NSDAP), eften kawed t' Nazi Partii.",Nazi Jirmanii w tiem i histrei o Jirmanii ulla Doichland wen t kuntrii w ruled b t Nashyuunal Sosyuulist Workers Partii NSDAP eften kawed t Nazi Partii,Nazi Jirmanii w tiem i histrei o Jirmanii ulla Doichland wen t kuntrii w ruled b t Nashyuunal Sosyuulist Workers Partii NSDAP eften kawed t Nazi Partii
"Dis tiem i' histrei i' eften kawed t' ""Third Reich.""",Dis tiem i histrei i eften kawed t Third Reich,Dis tiem i histrei i eften kawed t Third Reich
"Anda t' government o' [[Adoelf Hitlar]], Jirmanii waa transformed t' a' totalitarian stait daa kontroled ewery aspekt o' life.",Anda t government o Adoelf Hitlar Jirmanii waa transformed t a totalitarian stait daa kontroled ewery aspekt o life,Anda t government o Adoelf_Hitlar Jirmanii waa transformed t a totalitarian stait daa kontroled ewery aspekt o life
Tasmainya esa [[ailen]] stait i' t' sowth o' [[Ostrielya]]n [[kontenent]].,Tasmainya esa ailen stait i t sowth o Ostrielyan kontenent,Tasmainya esa ailen stait i t sowth o Ostrielyan kontenent
[[Hobart]] esa kapitel a' biges citii.,Hobart esa kapitel a biges citii,Hobart esa kapitel a biges citii
Es biges o' em ailen in Ostrielya.,Es biges o em ailen in Ostrielya,Es biges o em ailen in Ostrielya
"Masedoenya (Masedoenyan: ""Македонија"") ulla North Masedoenya, ofisholi t' Repablik o' North Masedoenya (Masedoenyan: ""Република Северна Македонија"") esa kuntrii i' [[Urup]].",Masedoenya Masedoenyan Македонија ulla North Masedoenya ofisholi t Repablik o North Masedoenya Masedoenyan Република Северна Македонија esa kuntrii i Urup,Masedoenya Masedoenyan Македонија ulla North Masedoenya ofisholi t Repablik o North Masedoenya Masedoenyan Република Северна Македонија esa kuntrii i Urup
T' kapitel citii es [[Skopie]].,T kapitel citii es Skopie,T kapitel citii es Skopie
T' popyulayshun a' 2016 iya es 2 073 702 piopel.,T popyulayshun a iya es piopel,T popyulayshun a iya es piopel
"Monzón ([[Spanish]]: ""Monzón"") esa toen i' Spain, en t' prowins o' Huesca, i' [[Aragon]].",Monzón Spanish Monzón esa toen i Spain en t prowins o Huesca i Aragon,Monzón Spanish Monzón esa toen i Spain en t prowins o Huesca i Aragon
"Cusco (""Qusqu"") esa citii i' [[Peruu]], a' es 70.015 km area.",Cusco Qusqu esa citii i Peruu a es km area,Cusco Qusqu esa citii i Peruu a es km area
[[Bleona Qereti]] (14 Mieh 1979) esa singer.,Bleona Qereti Mieh esa singer,Bleona_Qereti Mieh esa singer
Kyuuba es t' biges [[ailen]] kuntrii en t' karibiyen.,Kyuuba es t biges ailen kuntrii en t karibiyen,Kyuuba es t biges ailen kuntrii en t karibiyen
T' kapitel citii es Havana.,T kapitel citii es Havana,T kapitel citii es Havana
[[A]]' Kontenent esa larj piis o' lan.,A Kontenent esa larj piis o lan,A Kontenent esa larj piis o lan
T' Flag o' Eserbeyjan esa a' t' ofishol [[flag]] an symbol o' t' kuntrii o' [[Eserbeyjan]].,T Flag o Eserbeyjan esa a t ofishol flag an symbol o t kuntrii o Eserbeyjan,T Flag o Eserbeyjan esa a t ofishol flag an symbol o t kuntrii o Eserbeyjan
[[Riigaa]] es t' kapitel.,Riigaa es t kapitel,Riigaa es t kapitel
"Latwya, [[Estonya]] a' [[Lithyuanya]] maik a' em Baawltik Staat.",Latwya Estonya a Lithyuanya maik a em Baawltik Staat,Latwya Estonya a Lithyuanya maik a em Baawltik Staat
"Dem [[Indo]]-Urupean laenghwij: [[French]], Doich (Jerman), [[Italiian]], Katalan, [[Latwyan]], [[Lithyuanyan]], [[Rushan]], [[Elbanyan]], Occitan, [[Inglish]], [[Leten]], [[Aarmanyan]], Gikuiiu, Swis (Roemaansh), [[Romainyan]], [[Porchuguees]], [[Belerushan]], [[Bulgeriyan]], [[Serbyan]], [[Slowarkyan]], Slowenyan, Airiish, [[Skots]], [[Poelish]], [[Norfuk]], [[Pitkern]].",Dem IndoUrupean laenghwij French Doich Jerman Italiian Katalan Latwyan Lithyuanyan Rushan Elbanyan Occitan Inglish Leten Aarmanyan Gikuiiu Swis Roemaansh Romainyan Porchuguees Belerushan Bulgeriyan Serbyan Slowarkyan Slowenyan Airiish Skots Poelish Norfuk Pitkern,Dem IndoUrupean laenghwij French Doich Jerman Italiian Katalan Latwyan Lithyuanyan Rushan Elbanyan Occitan Inglish Leten Aarmanyan Gikuiiu Swis Roemaansh Romainyan Porchuguees Belerushan Bulgeriyan Serbyan Slowarkyan Slowenyan Airiish Skots Poelish Norfuk Pitkern
"Dem Turkic laenghwij: [[Eserbeyjani]], Turkiish Dem [[Semit]] laenghwij: [[Auramaik]], [[Erabek]], [[Hiibruu]] Otha laenghwij: [[Griinlendik]], [[Tahityan]], [[Estonyan]], Samoan, [[Tongan]], Maori, Hawaiian.",Dem Turkic laenghwij Eserbeyjani Turkiish Dem Semit laenghwij Auramaik Erabek Hiibruu Otha laenghwij Griinlendik Tahityan Estonyan Samoan Tongan Maori Hawaiian,Dem Turkic laenghwij Eserbeyjani Turkiish Dem Semit laenghwij Auramaik Erabek Hiibruu Otha laenghwij Griinlendik Tahityan Estonyan Samoan Tongan Maori Hawaiian
"Daun A'Taun ([[Inglish]]: ""Kingston"") es t' ofishol kapitel a' [[Norfuk Ailen]].",Daun ATaun Inglish Kingston es t ofishol kapitel a Norfuk Ailen,Daun ATaun Inglish Kingston es t ofishol kapitel a Norfuk Ailen
"Dem Ailendas refer t' Kingston simpli as ""toen"".",Dem Ailendas refer t Kingston simpli as toen,Dem Ailendas refer t Kingston simpli as toen
Gniezno esa citii i' [[Poeland]].,Gniezno esa citii i Poeland,Gniezno esa citii i Poeland
"Es popyulayshun i' 69,844 (2006).",Es popyulayshun i,Es popyulayshun i
Koekos / Kiiling Ailen esa Ostrielyan teritrii i' t' [[Indien Oshen]].,Koekos Kiiling Ailen esa Ostrielyan teritrii i t Indien Oshen,Koekos Kiiling Ailen esa Ostrielyan teritrii i t Indien_Oshen
"Merikan Samoa esa unenkorparaytid teritrii o' dem Yunitid Staits loekaytid i' t' Sowth [[Pesifik Oshen]], sowthiist a' [[Samoa]].",Merikan Samoa esa unenkorparaytid teritrii o dem Yunitid Staits loekaytid i t Sowth Pesifik Oshen sowthiist a Samoa,Merikan Samoa esa unenkorparaytid teritrii o dem Yunitid Staits loekaytid i t Sowth Pesifik_Oshen sowthiist a Samoa
"Ets loekayshun es senta'd aroun 14.2710° S, 170.1322° W. Ets a' t' iistern borda o' t' Entanashunal Dait Liin.",Ets loekayshun es sentad aroun ° S ° W Ets a t iistern borda o t Entanashunal Dait Liin,Ets loekayshun es sentad aroun ° S ° W Ets a t iistern borda o t Entanashunal Dait Liin
Endapendint Samoa es west a' et.,Endapendint Samoa es west a et,Endapendint Samoa es west a et
Merikan Samoa konsist o' fyv mien ailen an tuu koral attoels.,Merikan Samoa konsist o fyv mien ailen an tuu koral attoels,Merikan Samoa konsist o fyv mien ailen an tuu koral attoels
"T' larjes an mos popyulus ailen es Tutuila, wit' dem Manuʻa Ailen, Rouus Attoel, an Swains Ailen also enkluded i' t' teritrii.",T larjes an mos popyulus ailen es Tutuila wit dem Manuʻa Ailen Rouus Attoel an Swains Ailen also enkluded i t teritrii,T larjes an mos popyulus ailen es Tutuila wit dem Manuʻa Ailen Rouus Attoel an Swains Ailen also enkluded i t teritrii
"All o' dem ailen eksept f' Swains Ailen ar part o' dem Samoan Ailen, loekaytid west o' [[Dem Kuuk Ailen]], north o' Tonga, an soom 300 miles (500 km) sowth o' Tokelau.",All o dem ailen eksept f Swains Ailen ar part o dem Samoan Ailen loekaytid west o Dem Kuuk Ailen north o Tonga an soom miles km sowth o Tokelau,All o dem ailen eksept f Swains Ailen ar part o dem Samoan Ailen loekaytid west o Dem_Kuuk_Ailen north o Tonga an soom miles km sowth o Tokelau
T' t' west ar dem ailen o' t' Wallis an Futuna gruup.,T t west ar dem ailen o t Wallis an Futuna gruup,T t west ar dem ailen o t Wallis an Futuna gruup
"T' kurrent popyulayshun o' Merikan Samoa es aaproksimantlii 55,689 piopel.",T kurrent popyulayshun o Merikan Samoa es aaproksimantlii piopel,T kurrent popyulayshun o Merikan Samoa es aaproksimantlii piopel
"Mos a' dem ar ""nashunals but nor citiizens o' dem Yunitid Staits a' birth"".",Mos a dem ar nashunals but nor citiizens o dem Yunitid Staits a birth,Mos a dem ar nashunals but nor citiizens o dem Yunitid Staits a birth
Mos Merikan Samoans ar tal tuu laenghwij an ken tal [[Inglish]] an [[Samoaan]] flyuuentlii.,Mos Merikan Samoans ar tal tuu laenghwij an ken tal Inglish an Samoaan flyuuentlii,Mos Merikan Samoans ar tal tuu laenghwij an ken tal Inglish an Samoaan flyuuentlii
Samoan es t' saim laenghwij tal'n i' neyborin endapendint Samoa.,Samoan es t saim laenghwij taln i neyborin endapendint Samoa,Samoan es t saim laenghwij taln i neyborin endapendint Samoa
"Juuno ([[Inglish]]: ""Juneau"") es t' kapitel a' [[Alaska]], Yunitid Staits.",Juuno Inglish Juneau es t kapitel a Alaska Yunitid Staits,Juuno Inglish Juneau es t kapitel a Alaska Yunitid Staits
"T' popyulayshun es 32,094 i' 2017.",T popyulayshun es i,T popyulayshun es i
Lithyuanya esa kuntrii i' [[Urup]].,Lithyuanya esa kuntrii i Urup,Lithyuanya esa kuntrii i Urup
"President esa Dalia Grybauskaitė, Priim Minista esa Andrius Kubilius.",President esa Dalia Grybauskaitė Priim Minista esa Andrius Kubilius,President esa Dalia Grybauskaitė Priim Minista esa Andrius Kubilius
"Lithyuanya, [[Latwya]] a' [[Estonya]] maik a' em Baawltik Staat.",Lithyuanya Latwya a Estonya maik a em Baawltik Staat,Lithyuanya Latwya a Estonya maik a em Baawltik Staat
Bahaamas es a' kuntrii en [[Sentril Merika]] mied ap o' plenti letl tropikal ailen.,Bahaamas es a kuntrii en Sentril Merika mied ap o plenti letl tropikal ailen,Bahaamas es a kuntrii en Sentril_Merika mied ap o plenti letl tropikal ailen
T' kapitel citii es [[Nasau]].,T kapitel citii es Nasau,T kapitel citii es Nasau
"Ardatov ([[Rushan]]: ""Ардатов""; Erzyan: ""Орданьбуе ош"") esa toen i' [[Rusha]].",Ardatov Rushan Ардатов Erzyan Орданьбуе ош esa toen i Rusha,Ardatov Rushan Ардатов Erzyan Орданьбуе ош esa toen i Rusha
"Evrest ([[Inglish]]: ""Everest"") es t' biges maun i' t' Werl.",Evrest Inglish Everest es t biges maun i t Werl,Evrest Inglish Everest es t biges maun i t Werl
It es i' [[Nepal]].,It es i Nepal,It es i Nepal
Pitkern esa [[laenghwij]] spok'n i' [[Pitkern Ailen]].,Pitkern esa laenghwij spokn i Pitkern Ailen,Pitkern esa laenghwij spokn i Pitkern Ailen
"Ets riilated t' [[Norfuk]], [[Tahityan]] en [[Inglish]].",Ets riilated t Norfuk Tahityan en Inglish,Ets riilated t Norfuk Tahityan en Inglish
"Uetersen ([[Inglish]]: ňąyňźt…źz…ôn) esa citii i' [[Doichland]], a' es 11,43km area.",Uetersen Inglish ňąyňźt…źz…ôn esa citii i Doichland a es km area,Uetersen Inglish ňąyňźt…źz…ôn esa citii i Doichland a es km area
T' Pitkern Anthem es wun nashunal anthem o' [[Norfuk Ailen]] an [[Pitkern Ailen]].,T Pitkern Anthem es wun nashunal anthem o Norfuk Ailen an Pitkern Ailen,T Pitkern Anthem es wun nashunal anthem o Norfuk_Ailen an Pitkern Ailen
I' es neiimed Come Ye Blessed en Inglish.,I es neiimed Come Ye Blessed en Inglish,I es neiimed Come Ye Blessed en Inglish
Liriiks (Inglish).,Liriiks Inglish,Liriiks Inglish
"Then shall the KingSay unto themOn his right hand:Come ye blessed of my FatherInherit the kingdom prepared for youFrom the foundation of the worldI was hungerd and ye gave me meat,I was thirsty and ye gave me drinkI was a stranger and ye took me in,Naked and ye clothed me,I was sick and ye visited me,I was in prison and ye came unto meIn as much ye have done it unto one of the least ofThese my brethrenYe have done it unto me,Ye have done it unto me.",Then shall the KingSay unto themOn his right handCome ye blessed of my FatherInherit the kingdom prepared for youFrom the foundation of the worldI was hungerd and ye gave me meatI was thirsty and ye gave me drinkI was a stranger and ye took me inNaked and ye clothed meI was sick and ye visited meI was in prison and ye came unto meIn as much ye have done it unto one of the least ofThese my brethrenYe have done it unto meYe have done it unto me,Then shall the KingSay unto themOn his right handCome ye blessed of my FatherInherit the kingdom prepared for youFrom the foundation of the worldI was hungerd and ye gave me meatI was thirsty and ye gave me drinkI was a stranger and ye took me inNaked and ye clothed meI was sick and ye visited meI was in prison and ye came unto meIn as much ye have done it unto one of the least ofThese my brethrenYe have done it unto meYe have done it unto me
Liriiks (Norfuk/[[Pitkern]]).,Liriiks NorfukPitkern,Liriiks NorfukPitkern
"<poem></poem> Then gwen daa King Tal unto dem Orn hes rait [[haan]]: [[Kam ye]] blessed o mais Faada Inherit daa kingdum prepared f' yuu Fram daa foundayshun o t' werl I wos hungaa'd en ye giw mii miit, I wos thirstii en ye giw mii a drink I wos a strienja en ye tek mii iin, Noe klorth en ye klorthd mii, I wos sor en ye wisitiid mii, I wos iin pris'n en ye kam unto mii Iin es mach ye gat dan et unto wan o daa liis o Thiis mais brethren Ye gat [[dan]] et unto mii, Ye gat [[dan]] et unto mii.",poempoem Then gwen daa King Tal unto dem Orn hes rait haan Kam ye blessed o mais Faada Inherit daa kingdum prepared f yuu Fram daa foundayshun o t werl I wos hungaad en ye giw mii miit I wos thirstii en ye giw mii a drink I wos a strienja en ye tek mii iin Noe klorth en ye klorthd mii I wos sor en ye wisitiid mii I wos iin prisn en ye kam unto mii Iin es mach ye gat dan et unto wan o daa liis o Thiis mais brethren Ye gat dan et unto mii Ye gat dan et unto mii,poempoem Then gwen daa King Tal unto dem Orn hes rait haan Kam ye blessed o mais Faada Inherit daa kingdum prepared f yuu Fram daa foundayshun o t werl I wos hungaad en ye giw mii miit I wos thirstii en ye giw mii a drink I wos a strienja en ye tek mii iin Noe klorth en ye klorthd mii I wos sor en ye wisitiid mii I wos iin prisn en ye kam unto mii Iin es mach ye gat dan et unto wan o daa liis o Thiis mais brethren Ye gat dan et unto mii Ye gat dan et unto mii
T' siisen a' kam aafta [[ortam]] an afor [[spring]].,T siisen a kam aafta ortam an afor spring,T siisen a kam aafta ortam an afor spring
"En ar sauthen hemisfiya 's miek ap a' [[Juun]], [[Juulai]] an [[Orgas]].",En ar sauthen hemisfiya s miek ap a Juun Juulai an Orgas,En ar sauthen hemisfiya s miek ap a Juun Juulai an Orgas
"En ar nauthen hemisfiya 's en [[Disemba]], [[Jaenyuweri]] an [[Febyuweri]].",En ar nauthen hemisfiya s en Disemba Jaenyuweri an Febyuweri,En ar nauthen hemisfiya s en Disemba Jaenyuweri an Febyuweri
"Vladimir Iliich Lenin ([[Rushan]]: ""Владимир Ильич Ленин""; Ieprel 22, 1870 — Jaenyuweri 21, 1924) bin wos wun [[Rushan]] revolyuushanar, politishun an teorist.",Vladimir Iliich Lenin Rushan Владимир Ильич Ленин Ieprel — Jaenyuweri bin wos wun Rushan revolyuushanar politishun an teorist,Vladimir Iliich Lenin Rushan Владимир Ильич Ленин Ieprel — Jaenyuweri bin wos wun Rushan revolyuushanar politishun an teorist
Hii es bin a' maekaa o' t' fas sosialistik kuntrii i' t' Woral ([[YoSSR]]) an t' fas liida o' et.,Hii es bin a maekaa o t fas sosialistik kuntrii i t Woral YoSSR an t fas liida o et,Hii es bin a maekaa o t fas sosialistik kuntrii i t Woral YoSSR an t fas liida o et
Goran Vishnich (b. September 9 1972) es wun [[Kroaysha]]n akter.,Goran Vishnich b September es wun Kroayshan akter,Goran Vishnich b September es wun Kroayshan akter
Jua esa followers o' t' rilijin a' [[Judaism]].,Jua esa followers o t rilijin a Judaism,Jua esa followers o t rilijin a Judaism
