qcode	count	label	qcodes_broader
Q1002394	14	Stockbridge	['Q15127012', 'Q106071004']
Q482422	25	Woodruff	['Q15127012']
Q923360	21	467	['Q21199', 'Q49008', 'Q13366129']
Q4967072	8	Brierfield	['Q17343829']
Q22928445	33	Nina Kraljić	['Q5']
Q644023	24	Troy Grove	['Q486972']
Q65689	30	Indian Springs Village	['Q56061', 'Q486972']
Q2038025	34	Victoria	['Q1093829']
Q3287955	4	Marc Dudicourt	['Q5']
Q1824749	27	Darlington	['Q1093829']
Q1914567	33	Alexander	['Q1093829']
Q7262839	5	Pyabelo Chaold Kouly	['Q5']
Q1362169	147	Agnez Mo	['Q5']
Q68330	3	El Calpense	['Q11032']
Q985304	43	Conyers	['Q1093829', 'Q76514543']
Q2536864	24	Pelham	['Q15127012']
Q46940	94	Alcalá de Henares	['Q515', 'Q1549591', 'Q2074737']
Q12886905	3	1850	['Q4167410']
Q16946146	1	Emmanuel Jolicoeur	['Q5']
Q6762	149	1609	['Q235690', 'Q3186692']
Q5552016	3	Germantown, New York	['Q4167410']
Q2518936	21	Leonard	['Q751708']
Q6683210	5	Los Rey	['Q5398426']
Q1010203	42	Sumter	['Q1093829']
Q6364327	5	list of telenovelas of Azteca	['Q13406463']
Q336522	4	indie role-playing game	['Q483394', 'Q2198855', 'Q3972943']
Q969870	29	Blue Mound	['Q1093829']
Q2414374	22	Williamsburg	['Q15127012']
Q973084	36	Meridian	['Q62049', 'Q1093829']
Q30295	123	155	['Q577']
Q3600101	7	902	['Q4167410']
Q47801	19	honeydew	['Q16521', 'Q5881191']
Q578549	33	Palos Hills	['Q1093829']
Q12896006	1	Rastamytho	['Q215380']
Q6132220	6	Sonia Furió	['Q5']
Q1969407	24	Dajabón	['Q515', 'Q902814', 'Q6005581']
Q2121536	17	Weathersfield	['Q2154459']
Q390674	58	Cheremule	['Q747074']
Q52903	30	Środa Wielkopolska	['Q515', 'Q15334']
Q186497	66	Willis Lamb	['Q5']
Q3231931	3	Gates of the Night	['Q11424']
Q3130	246	Sydney	['Q515', 'Q200250', 'Q208511', 'Q1066984', 'Q1549591', 'Q1637706', 'Q11271835', 'Q51929311']
Q22210483	2	Catherine Demaiffe	['Q5']
Q21008124	7	Cézanne and I	['Q11424']
Q169536	26	Zebulon	['Q15127012']
Q982091	35	Adrian	['Q1093829']
Q2792209	28	Ten Broeck	['Q1093829']
Q2876630	23	Croton-on-Hudson	['Q751708', 'Q55237813']
Q5815987	4	Dôlè	['Q11424']
Q2519274	26	Valeria	['Q1093829']
Q42000	114	Tahiti	['Q23442', 'Q3455524']
Q72298	24	Victory Banner	['Q14660']
Q16941729	4	Ellas, inocentes o culpables	['Q5398426']
Q23513	121	Phong Nha-Ke Bang National Park	['Q936738']
Q2230372	32	Kingston	['Q1093829']
Q5473583	9	Foster	['Q15219655']
Q2887275	18	Guilford	['Q15127012', 'Q106071004']
Q10965844	7	K. G. Ramanathan	['Q5']
Q23304359	3	TiCorn	['Q5']
Q1130884	24	Galeton	['Q777120']
Q37100	147	Auckland	['Q515', 'Q56061', 'Q208511', 'Q1637706', 'Q2264924', 'Q51929311']
Q81534	88	Kimigayo	['Q23691', 'Q26950715']
Q12888448	3	Campechuela	['Q515']
Q747097	21	531	['Q21199', 'Q50707', 'Q13366129']
Q3057700	6	Wilson Bigaud	['Q5']
Q1354372	5	Redland	['Q17343829']
Q1604963	26	Henderson	['Q15127012']
Q951376	24	Preston	['Q3957', 'Q17343829']
Q191581	20	Pio V. Corpuz	['Q24764']
Q55599256	3	From Heaven	['Q11424']
Q1887606	11	Porter	['Q15127012']
Q3265546	4	Lucien Hubert	['Q5']
Q28416731	20	Chicago Typewriter	['Q15416']
Q12890351	1	Émile Eadie	['Q5']
Q2233677	33	Oswego	['Q1093829']
Q456903	15	Roxie Roker	['Q5']
Q715437	59	102	['Q21199', 'Q50707', 'Q638185', 'Q13366104']
Q2441441	27	Russell Springs	['Q1093829']
Q2022351	22	Wagram	['Q15127012']
Q585656	22	Hinckley	['Q486972']
Q1373902	24	Troutdale	['Q15127012']
Q3367619	9	Pascal Thomas	['Q5']
Q6918	161	1722	['Q235690', 'Q3186692']
Q3241019	22	Rhinebeck	['Q751708', 'Q55237813']
Q41505	78	Eriobotrya japonica	['Q16521']
Q3450701	19	Columbia Falls	['Q2154459']
Q1073957	12	Long Hill Township	['Q7830213']
Q1508016	38	Mill Creek	['Q1093829']
Q1966822	35	Jefferson	['Q62049', 'Q1093829', 'Q76514543']
Q3165143	2	Jean-Claude Naimro	['Q5']
Q4429412	5	Evangelina Sosa	['Q5']
Q1929833	31	Lohrville	['Q1093829']
Q10976012	3	Hamlet	['Q17343829']
Q2018240	34	Beech Grove	['Q486972', 'Q1093829']
Q12898331	1	Willy Ververt	['Q5']
Q3074430	23	Heflin	['Q751708', 'Q102126612']
Q79429	35	Port Lions	['Q1093829']
Q816435	18	San Sebastian	['Q24764']
Q6565716	7	list of Canadian actors	['Q13406463']
Q404623	24	Buenavista	['Q24764']
Q12890701	7	number of divisors	['Q915474', 'Q19856468']
Q3476633	22	Joseph City	['Q498162']
Q31257	122	254	['Q577']
Q12891813	1	James Ervin Glover	['Q5']
Q2829508	4	Alain Agat	['Q5']
Q924626	15	Miguel Varoni	['Q5']
Q104285	77	Occitania	['Q1620908']
Q485164	7	Delicious Proposal	['Q15416']
Q3473431	16	Minoa	['Q751708', 'Q55237813']
Q812925	20	Beals	['Q15127012']
Q970581	34	Lake Jackson	['Q1093829']
Q33790	52	Niuean	['Q34770', 'Q1288568']
Q2734144	25	Lutcher	['Q486972']
Q565052	8	498	['Q4167410']
Q12889520	1	Descourcel Gourgue	['Q5']
Q47091447	2	Arlette Torres	['Q5']
Q55546	21	Carranglan	['Q24764']
Q12895503	1	Plasma	['Q210588']
Q280795	17	Remedios	['Q558330']
Q954524	29	Fairview	['Q15127012']
Q43168	25	Urdaneta	['Q106078286']
Q12864	20	San Ildefonso	['Q24764']
Q7386366	2	Río Negro	['Q11424']
Q426302	24	Amorita	['Q15127012']
Q26438	32	Algadefe	['Q2074737']
Q16945910	1	Chancy Georges Loubert	['Q5']
Q1131145	22	Dupont	['Q777120']
Q66676	32	Powell	['Q486972']
Q30016	126	807	['Q577']
Q208359	49	John Wallis	['Q5']
Q129451	7	Augustin Legrand	['Q5']
Q2684396	24	Luray	['Q486972', 'Q15127012']
Q8786	54	Alsatian	['Q9614', 'Q33384', 'Q34770', 'Q1288568', 'Q1322198']
Q12891540	3	Hickox	['Q498162']
Q790763	19	Barrington Levy	['Q5']
Q28496667	12	Rock'n Roll	['Q11424']
Q2949138	24	Indianola	['Q15127012']
Q12894742	1	Nathaniel Whitaker	['Q5']
Q795561	13	Les Twins	['Q2301325', 'Q14073567']
Q1358351	42	Fondón	['Q2074737']
Q2219336	13	Fairfield	['Q15219655']
Q19681	137	1170	['Q577']
Q12888761	1	Celestin Lele	['Q5']
Q3459520	6	Edwards	['Q17343829']
Q504812	43	Tornesch	['Q42744322']
Q12895850	1	Pwotal	['Q1969448']
Q852638	45	Dana Point	['Q1093829']
Q957758	30	Almirante Tamandaré do Sul	['Q3184121']
Q1262572	28	Angelique Boyer	['Q5']
Q42329	1	wool	['Q161']
Q4972159	28	Broadchurch	['Q5398426']
Q651108	43	Defiance	['Q62049', 'Q1093829']
Q1444119	42	Antas	['Q2074737']
Q982642	27	New Fairview	['Q1093829']
Q1931853	34	Hubbard	['Q1093829']
Q353439	25	Addyston	['Q108569739']
Q38076	3	McDonald’s	['Q167270', 'Q891723', 'Q4830453', 'Q6881511', 'Q18509232']
Q1632851	36	Fuenteheridos	['Q2074737']
Q1476438	28	Yadkinville	['Q15127012']
Q19754763	1	Roger Savain	['Q5']
Q216	218	Vilnius	['Q515', 'Q5119', 'Q1549591']
Q972945	20	Elgin	['Q777120']
Q770167	30	Roselle Park	['Q2911266']
Q1376653	25	Nickelsville	['Q15127012']
Q37383	1	peanut	['Q16521', 'Q192691']
Q958507	36	Rolling Hills	['Q1093829']
Q638181	47	Alcalá la Real	['Q2074737']
Q3284553	7	El niño que vino del mar	['Q5398426']
Q397332	9	429	['Q4167410']
Q742016	23	Ashford	['Q15127012']
Q34956	5	vitamin	['Q56256086']
Q12894312	1	Melenas Ralph	['Q5']
Q65321953	1	Dawntavia Bullard	['Q5']
Q17993624	12	Jesús Castro	['Q5']
Q26592	34	Boca de Huérgano	['Q2074737']
Q41856	86	.mt	['Q42032']
Q982212	22	Garrett	['Q15127012']
Q16946795	2	Shleu-Shleu	['Q215380']
Q2272678	36	Monticello	['Q1093829']
Q3238090	25	Wright City	['Q15127012']
Q2613155	29	Center	['Q62049', 'Q751708']
Q1657547	43	Anamosa	['Q1093829']
Q175283	20	Victoria	['Q24764']
Q40251	44	Issaquah	['Q1093829']
Q3214110	7	La mentira	['Q5398426']
Q3708595	13	Le Ray	['Q15127012', 'Q106071004']
Q192712	62	Kai Siegbahn	['Q5']
Q1835764	23	Gilliam	['Q751708', 'Q102126612']
Q2926989	5	Bruno Solo	['Q5']
Q2672153	21	Woodson	['Q751708']
Q526125	8	Ofelia Cano	['Q5']
Q383234	43	San Carlos	['Q1093829']
Q8032252	30	Wood Lake	['Q1093829']
Q5658272	3	Harlan	['Q17343829']
Q2670494	23	New Washington	['Q751708']
Q16945855	1	Blageur	['Q5']
Q107093463	2	Moustapha Mbengue	['Q5']
Q168848	31	Waterville	['Q62049', 'Q15127012']
Q30153	73	Atlantic mackerel	['Q16521']
Q2438427	3	Todd Giebenhain	['Q5']
Q561154	7	262	['Q4167410']
Q5998314	4	Marina Lavalle	['Q5398426']
Q1824175	24	Wakarusa	['Q15127012']
Q703	1	potassium	['Q11344', 'Q113681859']
Q9751	136	Z	['Q3841820', 'Q19776628']
Q1927968	32	Ollie	['Q1093829']
Q79995	96	Ozone layer	['Q29653271']
Q66699	30	Pleasant Groves	['Q15127012']
Q1133197	23	Burlington	['Q777120']
Q2447080	23	Gascoyne	['Q1093829']
Q1925955	32	Redfield	['Q1093829']
Q12893592	3	Loretta Braxton	['Q5']
Q19662925	4	Bea Ranero	['Q5']
Q111438	22	Cuyo	['Q24764']
Q2370198	27	Lakeside	['Q15127012']
Q64666990	19	The Truth	['Q11424']
Q981982	27	Ponder	['Q15127012']
Q1010595	40	Lehi	['Q1093829']
Q1731	1	Dresden	['Q515', 'Q253030', 'Q1549591', 'Q42744322', 'Q61708099']
Q1998384	37	Watford City	['Q1093829']
Q235132	79	Emilia Clarke	['Q5']
Q3461549	18	Langlois	['Q498162', 'Q17343829']
Q63256581	9	Myriem Akheddiou	['Q5']
Q798646	29	Metcalfe	['Q15127012']
Q1926380	33	Montour	['Q1093829']
Q1375839	25	Hamilton	['Q15127012']
Q1909093	30	Lehigh	['Q1093829']
Q845542	17	Ignacio López Tarso	['Q5']
Q178848	53	University of Notre Dame	['Q557206', 'Q902104', 'Q5246046', 'Q23002054', 'Q45400320']
Q167744	65	Gryfice	['Q515', 'Q15334', 'Q707813']
Q6006671	6	Matías Novoa	['Q5']
Q2443539	25	Pekin	['Q1093829']
Q33285	120	646	['Q577']
Q2734451	30	Denton	['Q1093829']
Q1373847	24	Troutville	['Q15127012']
Q460427	35	That's So Raven	['Q5398426']
Q626873	22	Makato	['Q24764']
Q3709384	4	Hope	['Q17343829']
Q954031	28	New Cambria	['Q1093829']
Q2418091	21	Swanzey	['Q15127012']
Q1361483	13	Paul Bogle	['Q5']
Q1635678	6	Estrellita mía	['Q5398426']
Q1569440	29	Galesville	['Q532', 'Q15221373']
Q576691	35	Litchfield	['Q1093829']
Q3293783	7	Marius Colucci	['Q5']
Q2217797	22	Spiceland	['Q15127012']
Q5772	116	Region of Murcia	['Q10742', 'Q162620', 'Q486972']
Q1928234	32	Melrose	['Q1093829']
Q5288	45	Tcl	['Q187432', 'Q899523', 'Q1993334', 'Q12772052', 'Q28922885']
Q986314	35	Strongsville	['Q1093829']
Q2018755	30	Bennett	['Q15127012']
Q282747	25	Westbury	['Q55237813']
Q930720	7	Roger Godement	['Q5']
Q541018	11	Frances Kirwan	['Q5']
Q3403226	9	The First Lady	['Q5398426']
Q1193924	25	The Hunchback of Notre Dame	['Q11424']
Q3080762	3	France Zobda	['Q5']
Q2004776	22	West Milton	['Q751708']
Q3446790	4	Rudy Doliscat	['Q5']
Q3544135	10	Fernando Allende	['Q5']
Q18585	205	1953	['Q235690', 'Q3186692']
Q34110	119	Oaxaca State	['Q15149663']
Q106607	51	Carole Bouquet	['Q5']
Q274097	21	Taraka	['Q24764']
Q725594	36	Ashland	['Q62049', 'Q15221373']
Q506439	50	Martinez	['Q62049', 'Q1093829']
Q12892383	1	Kolaj	['Q5']
Q76363	31	Adam Olearius	['Q5']
Q1635228	32	Valderrey	['Q2074737']
Q4029293	3	1803	['Q4167410']
Q886426	12	Nissage Saget	['Q5']
Q12886790	2	1679	['Q4167410']
Q1798762	35	West Branch	['Q1093829']
Q3501529	3	Stéphan Reggiani	['Q5']
Q1887313	11	Polar	['Q15127012']
Q577829	40	Blue Island	['Q1093829']
Q829233	17	954	['Q21199', 'Q50707', 'Q13366104']
Q93335	73	flag of Iceland	['Q186516']
Q3449035	21	Mattawamkeag	['Q15127012']
Q2557618	23	Alpha	['Q751708']
Q719802	8	Nathan Divinsky	['Q5']
Q249213	21	476	['Q21199', 'Q50707', 'Q13366104']
Q1077152	23	Viva Maria!	['Q11424']
Q940588	32	Valdemora	['Q2074737']
Q12890644	1	La Concepción	['Q486972']
Q1166421	15	97	['Q4167410']
Q2194112	25	Lockport	['Q15127012']
Q1186675	22	Monaca	['Q777120']
Q391659	54	Tula, Sardinia	['Q747074']
Q67572	37	Grove Hill	['Q62049', 'Q15127012']
Q3190953	8	Jérôme Kircher	['Q5']
Q12891956	1	Jeff Policard	['Q5']
Q2636470	12	Chantal	['Q3685462']
Q2235961	26	Webber	['Q1093829']
Q274243	19	Magsaysay	['Q24764']
Q1184166	20	North East	['Q777120']
Q4678511	8	Adal Ramones	['Q5']
Q3591351	5	Éric Savin	['Q5']
Q3474065	6	Jordan	['Q17343829']
Q12892157	1	Juan Maron, Santiago de Cuba	['Q486972']
Q1658935	9	Delton	['Q15219655']
Q79242	37	Hartselle	['Q1093829']
Q655720	25	Wellfleet	['Q486972']
Q236030	34	Josephine Bakhita	['Q5']
Q2031746	30	Sonora	['Q1093829']
Q15499	111	Paraná	['Q485258']
Q3921	160	Harare	['Q515', 'Q5119', 'Q1549591', 'Q1637706']
Q12886544	5	1264	['Q4167410']
Q15163	22	ט	['Q17525358', 'Q41662005']
Q1378026	44	Watertown	['Q15063611']
Q6237866	5	John Harnad	['Q5']
Q981255	26	Panorama Village	['Q1093829']
Q198962	24	Sandy	['Q5']
Q133267	90	Lev Landau	['Q5']
Q2115481	18	Sugar & Spice	['Q11424']
Q2068729	10	Divi Divi Air	['Q46970']
Q2495872	18	Զ	['Q41757766']
Q884	1	South Korea	['Q6256', 'Q1520223', 'Q3624078', 'Q113489728']
Q6160141	5	Ven conmigo	['Q5398426']
Q959087	11	Romain Gavras	['Q5']
Q179424	71	County Donegal	['Q179872']
Q717631	19	Rob Brown	['Q5']
Q2206702	34	Springfield	['Q1093829', 'Q76514543']
Q503545	50	Norman Reedus	['Q5']
Q315598	21	Pantukan	['Q24764']
Q79612	32	Cotter	['Q1093829']
Q1659277	11	Knight	['Q15127012']
Q13560376	12	Jane Wagner	['Q5']
Q1888398	18	Kendall	['Q15221242']
Q1818734	23	La Paz	['Q15127012']
Q2580441	29	Whigham	['Q1093829', 'Q76514543']
Q978670	8	Nous irons tous au paradis	['Q11424']
Q44737283	2	Michel Nabokoff	['Q5']
Q2263	127	Tom Hanks	['Q5']
Q957830	29	Mitchell	['Q1093829']
Q15950320	3	Habitation Zévallos	['Q16641077']
Q94274	50	Greeley	['Q62049', 'Q1093829']
Q60845852	7	My Dog Stupid	['Q11424']
Q173479	20	Palimbang	['Q24764']
Q1451570	38	Bornos	['Q2074737']
Q2699635	12	The Army of Crime	['Q11424']
Q5111758	5	Christophe Charles	['Q5']
Q1925328	33	Solon	['Q1093829']
Q395837	11	126	['Q4167410']
Q996590	38	Sauk Centre	['Q1093829']
Q6812109	3	Meldrim	['Q17343829']
Q1185777	19	Shirleysburg	['Q777120']
Q2024544	21	Belville	['Q15127012']
Q809451	37	Bartlett	['Q1093829']
Q64584978	33	Emily in Paris	['Q5398426']
Q6153621	3	Tu Voz Estéreo	['Q15416', 'Q5398426']
Q12893746	1	Louis prospère pierre	['Q5']
Q116129	31	Alta	['Q15127012']
Q629401	32	Lake Park	['Q15127012']
Q982183	27	Point	['Q1093829']
Q575639	38	Gualchos	['Q2074737']
Q540577	3	Maurice Lemoine	['Q5']
Q957099	26	Allendale	['Q1093829']
Q11570	139	kilogram	['Q223662', 'Q3647172', 'Q69197847']
Q2224389	26	South Fulton	['Q1093829']
Q1984173	23	Hemingway	['Q15127012']
Q631932	35	245	['Q21199', 'Q50707', 'Q3879425', 'Q13366129']
Q3447705	19	Middletown Springs	['Q2154459']
Q1924169	29	Farwell	['Q1093829']
Q44811435	16	Radio Romance	['Q5398426']
Q740640	34	Sanma	['Q847299']
Q1182548	24	Littlestown	['Q777120']
Q2445793	22	Fairmount	['Q751708']
Q1052498	21	Cedar Grove	['Q7830213']
Q30122232	5	Suzanne Weekes	['Q5']
Q3708741	13	Lyonsdale	['Q15127012', 'Q106071004']
Q1866428	33	Farragut	['Q1093829']
Q1657793	11	Burnett	['Q15219655']
Q1424889	8	Crustacés et Coquillages	['Q11424']
Q1605919	32	Santovenia de la Valdoncina	['Q2074737']
Q602301	31	Keystone Heights	['Q1093829']
Q12886817	2	1702	['Q4167410']
Q26253	137	Madeira	['Q192611', 'Q2914565', 'Q4445055', 'Q26934845']
Q6670	146	1572	['Q577']
Q936420	30	Crosby	['Q15127012']
Q24794	129	938	['Q577']
Q901753	10	Daniela Navarro	['Q5']
Q2873170	2	In the Eyes of the World	['Q11424']
Q630270	19	533	['Q21199', 'Q50707', 'Q13366129']
Q1455499	20	Frenchville	['Q15127012']
Q102490	88	Evangelista Torricelli	['Q5']
Q30387	125	201	['Q577']
Q3600013	7	862	['Q4167410']
Q12894129	1	Mark Muzere	['Q5']
Q51694	56	Grand Prairie	['Q1093829', 'Q1549591']
Q2029233	30	Jefferson	['Q15127012']
Q2151663	22	Mellott	['Q15127012']
Q45792	96	King Arthur	['Q4271324', 'Q13002315', 'Q21070568']
Q2081619	36	San Joaquin	['Q1093829']
Q8245799	5	Belinda Washington	['Q5']
Q962768	23	Deweyville	['Q498162']
Q6365	135	1388	['Q577']
Q16672260	6	Rayane Bensetti	['Q5']
Q880399	43	Caaguazú Department	['Q815068']
Q12896401	1	Ruben McDaniel	['Q5']
Q1926011	33	Richland	['Q1093829']
Q2590154	22	Winona Lake	['Q15127012']
Q56444	22	Mayantoc	['Q24764']
Q483264	32	Monroe	['Q1093829']
Q30692	124	763	['Q577']
Q973483	14	Frits Goedgedrag	['Q5']
Q2302136	24	Topsfield	['Q3957']
Q61737	26	Alfred Clebsch	['Q5']
Q1133206	21	Atglen	['Q777120']
Q623282	1	afterlife	['Q5410500', 'Q24334893', 'Q30149195']
Q30368	127	872	['Q577']
Q64031780	4	Beaux-parents	['Q11424']
Q3424694	8	Renn Woods	['Q5']
Q3158810	7	Jacques Dupont	['Q5']
Q1846972	25	Waverly Hall	['Q1093829', 'Q76514543']
Q54183	90	Świętokrzyskie Voivodeship	['Q150093']
Q1184920	22	Plumville	['Q777120']
Q538	214	Insular Oceania	['Q5107']
Q78516	167	Anna Netrebko	['Q5']
Q16946541	1	Jan Rogozinski	['Q5']
Q1667630	18	Steven Geray	['Q5']
Q20047063	2	1462	['Q4167410']
Q18116666	11	Birth of a Beauty	['Q5398426']
Q61107912	1	Viviane Yanogo	['Q5']
Q925	172	mercury	['Q11344', 'Q11426', 'Q11435', 'Q72941151', 'Q106192073', 'Q113681859']
Q3708254	14	Davenport	['Q15127012', 'Q106071004']
Q2002499	35	Sayre	['Q62049', 'Q1093829']
Q2917446	5	Cheating Love	['Q11424']
Q39	355	Switzerland	['Q6256', 'Q3624078']
Q3324555	6	Mortel Transfert	['Q11424']
Q3208758	3	The Crying Woman	['Q11424']
Q6735	154	1603	['Q235676', 'Q3186692']
Q7827	171	1799	['Q235684', 'Q3186692']
Q513400	37	Bremen	['Q1093829', 'Q76514543']
Q51329551	8	Like	['Q5398426']
Q212979	55	Robert Gates	['Q5']
Q2850755	2	Anne-Charlotte Pontabry	['Q5']
Q20557996	1	Louisianne Saint-Fleurant	['Q5']
Q1897128	24	Marie Antoinette	['Q11424']
Q104783739	5	Incredible but True	['Q11424']
Q168	88	Π	['Q19793459']
Q1394744	10	Giovanni Vacca	['Q5']
Q563702	11	380	['Q4167410']
Q19455	132	1083	['Q577']
Q2561141	10	Henrique Abranches	['Q5']
Q11065	38	Pierre Bouguer	['Q5']
Q16946111	1	Edith Lataillade	['Q5']
Q2608037	30	Maud	['Q1093829']
Q11942698	25	President of Venezuela	['Q294414']
Q16536192	2	Caroline Baehr	['Q5']
Q1933213	32	Garrison	['Q1093829']
Q515184	22	Winfield	['Q15127012']
Q667714	3	Mercado Negro	['Q215380']
Q68516	13	Fritz Houtermans	['Q5']
Q733154	24	Barcelona chair	['Q15026']
Q864024	41	Ponce	['Q515', 'Q263639']
Q7574	150	1662	['Q235670', 'Q3186692']
Q5436961	11	Sterculia apetala	['Q16521']
Q5549	135	1287	['Q577']
Q35869	1	asthma	['Q112193867']
Q5651268	2	Hansraj Gupta	['Q5']
Q1659298	9	Isabelle	['Q15219655']
Q1897981	12	Pilsen	['Q15127012']
Q3474120	5	Noti	['Q17343829']
Q487677	43	Pottawattamie County	['Q11774149']
Q2602969	33	North Vernon	['Q1093829']
Q208924	19	Ragay	['Q24764']
Q1658870	11	Calamus	['Q15127012']
Q310775	50	Jean-Claude Duvalier	['Q5']
Q12892012	1	Jimmy Ly	['Q5']
Q14615459	10	13 August 2006	['Q2776', 'Q47150325']
Q12886401	7	1019	['Q4167410']
Q2240924	21	Mehama	['Q498162']
Q1859	279	True Jesus Church	['Q879146', 'Q1530022']
Q2030911	22	Pantego	['Q15127012']
Q682742	39	207	['Q21199', 'Q50707', 'Q13366129']
Q1280936	20	Yuri Orlov	['Q5']
Q2315759	30	Columbus	['Q1093829']
Q1904530	23	Crainville	['Q751708']
Q269	177	Tashkent	['Q515', 'Q5119', 'Q1637706', 'Q7631083', 'Q10864048']
Q3220224	3	Le Bal des espions	['Q11424']
Q830229	63	Almenar de Soria	['Q2074737']
Q2824044	2	Adama Niane	['Q5']
Q980852	29	Beasley	['Q1093829']
Q1013478	27	Friendship	['Q62049', 'Q15221242']
Q1515809	31	Chewelah	['Q1093829']
Q133772	83	dental caries	['Q112193867']
Q1640113	32	Villamejil	['Q2074737']
Q5408560	4	Eugène Jean	['Q5']
Q18923497	2	Bernard Favre	['Q5']
Q676555	131	Francis of Assisi	['Q5']
Q12895387	1	Philippe claude	['Q5']
Q2410730	30	Louisville	['Q1093829']
Q1066082	25	340	['Q21199', 'Q50707', 'Q13366104']
Q972338	34	Alleman	['Q1093829']
Q209266	21	Leeds	['Q15127012']
Q2508961	31	Arlington	['Q15127012']
Q1607162	30	Arganza	['Q2074737']
Q20559988	1	Nadege Auguste	['Q5']
Q2296341	21	Pawnee	['Q751708']
Q984542	43	Paradise	['Q498162']
Q1852032	27	Fort Towson	['Q15127012']
Q115210	16	Death Watch	['Q11424']
Q1758568	11	Antoine Chappey	['Q5']
Q12896378	1	Roselaure Charles	['Q5']
Q5864743	4	history of Haiti (1859–1957)	['Q17524420']
Q812071	46	Bay City	['Q1093829']
Q931189	5	Flavio Caballero	['Q5']
Q862689	39	Gonzales	['Q1093829']
Q982245	29	Hughes Springs	['Q1093829']
Q109773	44	Teutoburg Forest	['Q4421', 'Q674541']
Q2672411	22	Malta	['Q751708']
Q19517962	9	Greta Lee	['Q5']
Q2035569	28	Wall	['Q1093829']
Q21200	141	Germanic	['Q25295']
Q2551324	31	Evarts	['Q1093829']
Q1601665	3	Helaman Ferguson	['Q5']
Q14512445	11	101st Proposal	['Q5398426']
Q12887093	1	Aguacate, Camaguey	['Q486972']
Q3449824	21	Greenbush	['Q15127012']
Q981890	23	Hackberry	['Q15127012']
Q13371	131	Harvard University	['Q902104', 'Q1188663', 'Q15936437', 'Q23002054']
Q661443	22	Burkettsville	['Q486972']
Q16946238	1	Frantz Laratte	['Q5']
Q1623	39	Valenzuela	['Q29946056']
Q778500	19	Mai Hagiwara	['Q5']
Q818186	30	Benson	['Q486972', 'Q15127012']
Q81696070	9	Maxence Rivera	['Q5']
Q241	314	Cuba	['Q6256', 'Q3624078']
Q18214177	3	Elza	['Q11424']
Q561416	17	Eric A. Havelock	['Q5']
Q97593430	2	Essindi Mindja	['Q5']
Q33297119	2	Nicolás Galindo	['Q5']
Q12896728	1	San Joaquín	['Q486972']
Q12889824	1	Efrain Alfonso	['Q486972']
Q1926338	34	Monroe	['Q1093829']
Q107554	21	Bulalacao	['Q24764']
Q6453511	6	Käte Fenchel	['Q5']
Q2008647	29	Oatman	['Q74047', 'Q498162']
Q657988	7	Désiré	['Q11424']
Q2455906	14	Hooiberg	['Q8502']
Q3708487	16	Southport	['Q15127012', 'Q106071004']
Q632471	23	Archbold	['Q486972']
Q3167980	6	Jean-Michel Carré	['Q5']
Q16946392	1	Gold Smith Dorval	['Q5']
Q2672041	23	Lenzburg	['Q486972', 'Q751708']
Q962441	31	Auxvasse	['Q1093829']
Q1933839	31	Carpenter	['Q486972', 'Q1093829']
Q16946668	1	John Adeyeye	['Q5']
Q1273	156	Tuscany	['Q16110']
Q3290547	7	Ana Colchero	['Q5']
Q281079	31	Gorham	['Q15127012']
Q13721	42	Agusan del Sur	['Q24746']
Q1886040	12	Majagua	['Q3957', 'Q558330']
Q66621	30	Sweet Water	['Q15127012']
Q2447038	26	Glenfield	['Q1093829']
Q1709567	12	José Pedro Varela	['Q5']
Q20560866	1	Peter Nash	['Q5']
Q5964071	8	Héctor Suárez	['Q5']
Q18497	47	Prospero	['Q2152', 'Q2537']
Q518535	23	Enfield	['Q15127012']
Q12889577	1	Diezmero, Avan	['Q486972']
Q2025093	23	Highlands	['Q15127012']
Q1922681	34	Defiance	['Q1093829']
Q2218120	11	Lanark	['Q15219655']
Q12892291	1	Karen Kramer	['Q5']
Q596187	28	Haddam	['Q1093829']
Q5230	136	1206	['Q577']
Q12887990	1	Bharucha-Reid	['Q5']
Q41102	95	.id	['Q42032']
Q2449476	24	Stockham	['Q751708']
Q12886682	2	1516	['Q4167410']
Q206740	11	La Cage aux Folles II	['Q11424']
Q303620	27	Lake Lure	['Q15127012']
Q12560	178	Ottoman Empire	['Q3024240']
Q3292829	18	Rangerville	['Q751708', 'Q17343829']
Q7203757	4	Pleading Guilty	['Q7725634']
Q21634396	15	Come Back Mister	['Q5398426']
Q950863	8	Dennis Gaitsgory	['Q5']
Q9052143	5	Olivia Collins	['Q5']
Q262051	45	187	['Q21199', 'Q50707', 'Q13366129']
