Text,Wiki_ID,Wikidata_ID,Source
ere,None,Q16911049,OpenTapioca
E,None,Q199462,OpenTapioca
Henri Poincaré,None,Q81082,OpenTapioca
boul,13907,Q25579100,Wikipedia
konstitisyon,2713,Q7755,Wikipedia
pouvwa,14962,Q12895688,Wikipedia
Matematik,3748,Q395,Wikipedia
fanmi,58531,Q8436,Wikipedia
menm,14740,Q25579891,Wikipedia
asosyasyon,11803,Q2864132,Wikipedia
janvye,1929,Q108,Wikipedia
ewe,None,Q62018831,OpenTapioca
mo,12678,Q8171,Wikipedia
vòlè,59165,Q3562775,Wikipedia
makout,14678,Q12893930,Wikipedia
Machin,14720,Q1420,Wikipedia
plati,14911,Q65324990,Wikipedia
blan,13866,Q23444,Wikipedia
ble,9593,Q12888046,Wikipedia
gri,9597,Q42519,Wikipedia
mawon,14726,Q3300243,Wikipedia
nwa,58477,Q48688625,Wikipedia
vèt,9596,Q3133,Wikipedia
vyolèt,9605,Q428124,Wikipedia
sereyal,15156,Q12897249,Wikipedia
fwi,4001,Q1364,Wikipedia
ògàn,60256,Q712378,Wikipedia
akouche,13646,Q12887142,Wikipedia
Mwayènaj,14807,Q12894672,Wikipedia
syèk,3195,Q578,Wikipedia
zwazo,2545,Q5113,Wikipedia
rèptil,58563,Q10811,Wikipedia
ensèk,2506,Q1390,Wikipedia
Molis,None,Q1443,OpenTapioca
koulèv,2623,Q2102,Wikipedia
Etap,None,Q1458135,OpenTapioca
Jean Piaget,None,Q123190,OpenTapioca
Piaget,None,Q123190,OpenTapioca
eta,14165,Q7275,Wikipedia
26 novanm,3446,Q3019,Wikipedia
Międzyrzec Podlaski,11916,Q34267,Wikipedia
vaksen,60496,Q134808,Wikipedia
kapot,57981,Q14076,Wikipedia
Euler,None,Q7604,OpenTapioca
Eklid,None,Q8747,OpenTapioca
Lainé Jean Lhermite Junior,62151,Q18562194,Wikipedia
Lainé Jean Lhermite Junior,None,Q18562194,OpenTapioca
http://fr.wikipedia.org/wiki/Nombre_premier#Autres_formules_n.27utilisant_pas_le_th.C3.A9or.C3.A8me_de_Wilson,None,Q8447,OpenTapioca
Renaud de La Taille,None,Q72693736,OpenTapioca
Science et Vie,None,Q3475754,OpenTapioca
modèl,None,Q111602982,OpenTapioca
Pol,None,Q36,OpenTapioca
Israel,None,Q801,OpenTapioca
Ansyen Testaman,2474,Q19786,Wikipedia
Akiva,None,Q310821,OpenTapioca
Jida,None,Q374365,OpenTapioca
Si ti,None,Q4010,OpenTapioca
Kilè,None,Q1707,OpenTapioca
panyòl,14825,Q241649,Wikipedia
almanak gregoryen,3304,Q12138,Wikipedia
Dakota dinò,942,Q1207,Wikipedia
Vijini de Lwès,11880,Q1371,Wikipedia
Oklawoma,4041,Q1649,Wikipedia
Aydawo,4013,Q1221,Wikipedia
Karolin disid,4021,Q1456,Wikipedia
Djòdji,4015,Q1428,Wikipedia
Rod Aylann,4044,Q1387,Wikipedia
kapital,1656,Q5119,Wikipedia
Dakota dinò,None,Q1207,OpenTapioca
Dakota disid,1657,Q1211,Wikipedia
Dakota disid,None,Q1211,OpenTapioca
Merilann,2267,Q1391,Wikipedia
Merilann,None,Q1391,OpenTapioca
Moldavi,1095,Q217,Wikipedia
Mamifè,59005,Q7377,Wikipedia
Chat,2125,Q146,Wikipedia
Cheval,15186,Q726,Wikipedia
Chyen,15204,Q144,Wikipedia
Elefan,2600,Q7378,Wikipedia
Kochon,2606,Q787,Wikipedia
Zwazo,2545,Q5113,Wikipedia
Èg,59243,Q2092297,Wikipedia
Malfini,59269,Q846664,Wikipedia
Pijon,2354,Q10856,Wikipedia
Poul,14954,Q97257633,Wikipedia
Rèptil,58563,Q10811,Wikipedia
Krapo,2627,Q53636,Wikipedia
Koulèv,2623,Q2102,Wikipedia
Tòti,2628,Q223044,Wikipedia
Pwason,2539,Q152,Wikipedia
Ensèk,2506,Q1390,Wikipedia
Anj,None,Q4064685,OpenTapioca
Nou Yòk,None,Q1384,OpenTapioca
swa,None,Q2328426,OpenTapioca
Te,None,Q43407,OpenTapioca
Temwen,None,Q1115001,OpenTapioca
Wonders of Nature,None,Q51030218,OpenTapioca
Liv,None,Q2039,OpenTapioca
Mòmon,None,Q20047332,OpenTapioca
Senyè,None,Q969095,OpenTapioca
Arabi,None,Q31945,OpenTapioca
Lang panyòl,62460,Q1321,Wikipedia
Louverture,None,Q205783,OpenTapioca
Tousen Louvèti,None,Q205783,OpenTapioca
Project,None,Q170584,OpenTapioca
zen,3822,Q65325267,Wikipedia
Tripotay,15360,Q25580374,Wikipedia
kominikasyon,12640,Q11024,Wikipedia
mesaj,14744,Q65324822,Wikipedia
alfabè,4195,Q9779,Wikipedia
"mo"" an",None,Q45673220,OpenTapioca
SI,12696,Q65325103,Wikipedia
James Prescott Joule,21700,Q8962,Wikipedia
Sistèm,None,Q2290331,OpenTapioca
Solèy,3213,Q525,Wikipedia
Dyamèt,14091,Q12889761,Wikipedia
Lalin,3881,Q405,Wikipedia
jou,3192,Q6294501,Wikipedia
Latè,3212,Q2,Wikipedia
satelit,3884,Q2537,Wikipedia
Òbit,60254,Q4130,Wikipedia
Neptin,59384,Q97257556,Wikipedia
retorik,12702,Q81009,Wikipedia
papye,14828,Q11472,Wikipedia
bwa,13933,Q287,Wikipedia
vè,58478,Q48688626,Wikipedia
atistik,13773,Q25578981,Wikipedia
la (aktivite),58646,Q735,Wikipedia
Komin Almazán,18717,Q2047066,Wikipedia
Lang alman,62461,Q188,Wikipedia
enstitisyon,58754,Q12890398,Wikipedia
kominote,14431,Q12892395,Wikipedia
òganizasyon,58791,Q12898538,Wikipedia
reyalite,69912,Q9510,Wikipedia
lespri,14623,Q25579780,Wikipedia
sekirite,58894,Q10566551,Wikipedia
avèti,13787,Q25579010,Wikipedia
nichtwèl,12743,Q25578542,Wikipedia
entènet,9618,Q75,Wikipedia
Inivèsitè Karayib,None,Q3434858,OpenTapioca
Adrès,None,Q27693446,OpenTapioca
nasyonalis,75986,Q6235,Wikipedia
politik piblik,76051,Q546113,Wikipedia
Legliz Jezikri pou Sen Dènye Jou yo,5235,Q42504,Wikipedia
Liv Mòmon,12650,Q459842,Wikipedia
Joseph Smith,None,Q47102,OpenTapioca
Smith,None,Q47102,OpenTapioca
Patrick Sébastien,73523,Q3369875,Wikipedia
Jean-Claude Van Damme,66337,Q308840,Wikipedia
Bruce Willis,72991,Q2680,Wikipedia
Monica Bellucci,73046,Q81819,Wikipedia
Harrison Ford,70051,Q81328,Wikipedia
Josh Hartnett,81460,Q303957,Wikipedia
Jennifer Lopez,64133,Q40715,Wikipedia
Heroes,12931,Q7222702,Wikipedia
Le président a-t-il le sida,12930,Q6507520,Wikipedia
Los Angeles,None,Q65,OpenTapioca
Campo de Gómara,13119,Q2408834,Wikipedia
Google,12742,Q95,Wikipedia
Sesi Fatiman (Cecile Fatiman),65224,Q4947685,Wikipedia
Revolisyon Ayisyen,65549,Q689128,Wikipedia
Arawak,3209,Q117244,Wikipedia
Gras,None,Q13298,OpenTapioca
Petwo,70305,Q7179433,Wikipedia
Dahatti,72086,Q97254268,Wikipedia
zannimo,11874,Q729,Wikipedia
lòm,2122,Q171283,Wikipedia
pwovèb,12670,Q25578501,Wikipedia
Chèch,None,Q2985747,OpenTapioca
Amerik,None,Q828,OpenTapioca
rim,68448,Q65323604,Wikipedia
dans,13953,Q11639,Wikipedia
pwoz,69914,Q676,Wikipedia
Alexandre_Stephane,17472,Q12887213,Wikipedia
Alex_James_Pierre,17473,Q12887208,Wikipedia
Tierras del Burgo,18725,Q2352324,Wikipedia
rap,None,Q845537,OpenTapioca
Grammacks,None,Q5016968,OpenTapioca
Kassav,None,Q1318954,OpenTapioca
Wyclef Jean,None,Q202663,OpenTapioca
Triye,None,Q209986,OpenTapioca
vag,None,Q34442,OpenTapioca
Albòm,None,Q24456456,OpenTapioca
Tierras Altas,18727,Q2354556,Wikipedia
Lang angle,62462,Q1860,Wikipedia
lang ofisyèl,66295,Q23492,Wikipedia
Amerik,1058,Q828,Wikipedia
Tok pisin,13092,Q34159,Wikipedia
Lang,4196,Q232182,Wikipedia
lang kreyòl,3,Q33289,Wikipedia
Papwazi-Nouvèl-Gine,2166,Q691,Wikipedia
Vanwatou,2187,Q686,Wikipedia
en,14129,Q65324464,Wikipedia
Fidji,1068,Q712,Wikipedia
Souva,None,Q38807,OpenTapioca
Tousen Louvèti,3256,Q205783,Wikipedia
Premye Anpi an Ayiti,67263,Q2006756,Wikipedia
Ázua,3963,Q794239,Wikipedia
Palè Sans-Souci,67071,Q930795,Wikipedia
Chapèl Wayal Milo,76414,Q100242002,Wikipedia
Sitadèl-Laferyè,15221,Q206194,Wikipedia
Wayòm Ayiti,None,Q1472105,OpenTapioca
Marie-Louise Coidavid,67679,Q3292061,Wikipedia
Alejo Carpentier,85388,Q216466,Wikipedia
Derek Walcott,67869,Q132701,Wikipedia
DJ Jazzy Jeff,None,Q553846,OpenTapioca
Kap-Ayisyen,None,Q216835,OpenTapioca
ikon,None,Q18161349,OpenTapioca
Tyson Beckford,None,Q738212,OpenTapioca
Tommy Hilfiger,None,Q136687,OpenTapioca
GMB,None,Q1005,OpenTapioca
Bèljik,None,Q31,OpenTapioca
Kat Deluna,None,Q230514,OpenTapioca
Gary Dourdan,None,Q355038,OpenTapioca
Keenen Ivory Wayans,13139,Q323201,Wikipedia
Damon Wayans,13140,Q382420,Wikipedia
Shawn Wayans,13138,Q370102,Wikipedia
Penduduk#Penduduk dunia,None,Q2914421,OpenTapioca
Gal,1663,Q25,Wikipedia
Kadif,None,Q10690,OpenTapioca
Ilann dinò,1662,Q26,Wikipedia
8 desanm,3475,Q2301,Wikipedia
Louis-Philippe Dalembert,None,Q1315386,OpenTapioca
Henri de Lubac,None,Q353956,OpenTapioca
l’humanisme,None,Q46158,OpenTapioca
Jacques Maritain,None,Q45723,OpenTapioca
popilasyon,13145,Q33829,Wikipedia
Hérard Dumesle,32240,Q5964301,Wikipedia
La Mort,None,Q1094582,OpenTapioca
Jeune Fille,None,Q3937685,OpenTapioca
27 novanm,3447,Q3018,Wikipedia
Carmen Brouard,81244,Q18684125,Wikipedia
Carl Brouard,None,Q2938879,OpenTapioca
Roger Gaillard,13322,Q3438996,Wikipedia
Christophe Philippe Charles,None,Q5111758,OpenTapioca
Etzer Vilaire,13213,Q3059438,Wikipedia
Oswald Durand,13299,Q3113256,Wikipedia
Louis-Philippe Dalembert,13162,Q1315386,Wikipedia
Marc Exavier,13282,Q18341492,Wikipedia
26 janvye,3518,Q2282,Wikipedia
Cléante Valcin,None,Q62577905,OpenTapioca
Cléante Desgraves,None,Q62577905,OpenTapioca
Virginie Sampeur,71917,Q85983756,Wikipedia
Semeuse,None,Q649099,OpenTapioca
Jeanne Perez,None,Q3176150,OpenTapioca
2 avril,2802,Q2511,Wikipedia
Coriolan Ardouin,None,Q2997372,OpenTapioca
tibèkiloz,70868,Q12204,Wikipedia
Dantès Louis Bellegarde,None,Q3015752,OpenTapioca
Ajantin,None,Q414,OpenTapioca
20 fevriye,3544,Q2344,Wikipedia
20 jen,3290,Q2666,Wikipedia
Edmond Laforest,None,Q3047892,OpenTapioca
La Patrie,None,Q202288,OpenTapioca
Fò Rivyè,72165,Q3078001,Wikipedia
Brown University,None,Q49114,OpenTapioca
23 fevriye,3547,Q2352,Wikipedia
Emeric Bergeaud,None,Q3052174,OpenTapioca
Beaubrun Ardouin,13187,Q2893123,Wikipedia
St Thomas,None,Q9438,OpenTapioca
Beaubrun Ardouin,None,Q2893123,OpenTapioca
19 fevriye,3543,Q2340,Wikipedia
10 novanm,3431,Q2988,Wikipedia
Emmelie Prophète,None,Q3053007,OpenTapioca
La Nouvelle Revue Française,None,Q616067,OpenTapioca
Le Nouvelliste,None,Q747947,OpenTapioca
Bibliyotèk Nasyonal Ayiti,None,Q15116319,OpenTapioca
Jean Price-Mars,13251,Q3045911,Wikipedia
Marc Edouard,None,Q1389704,OpenTapioca
Linux,13318,Q388,Wikipedia
Sophocles,None,Q7235,OpenTapioca
Ravin Sèch,64070,Q16899166,Wikipedia
Anthony Phelps,13154,Q2852916,Wikipedia
René Philoctète,32244,Q3045950,Wikipedia
Serge Legagneur,13328,Q12897255,Wikipedia
Roland Morisseau,13323,Q12896340,Wikipedia
Jean-Claude Fignolé,13257,Q3164963,Wikipedia
Dany Laferrière,1687,Q1165217,Wikipedia
NH,None,Q759,OpenTapioca
avyon,3930,Q197,Wikipedia
Inivèsite,58974,Q3918,Wikipedia
Marcel Proust,67697,Q7199,Wikipedia
aktivite,13654,Q25578843,Wikipedia
politik,2486,Q7225408,Wikipedia
me,1933,Q119,Wikipedia
etidyan,14169,Q25579385,Wikipedia
manm,59031,Q12893998,Wikipedia
patisipasyon,14848,Q12895227,Wikipedia
koze,14532,Q12892481,Wikipedia
literè,14642,Q12893552,Wikipedia
14 jiyè,3319,Q2691,Wikipedia
fèt,14199,Q12890855,Wikipedia
nasyonal,58941,Q12894738,Wikipedia
Le Nouveau Monde,None,Q101081182,OpenTapioca
Gary Victor,None,Q3098632,OpenTapioca
Le Petit,None,Q24541288,OpenTapioca
Sena ayisyen,66147,Q3510849,Wikipedia
Genevieve Gaillard-Vante,None,Q12890976,OpenTapioca
Université du Québec à Montréal,None,Q392189,OpenTapioca
UQAM,None,Q1634522,OpenTapioca
Kalifoni,None,Q99,OpenTapioca
Étonnants Voyageurs,None,Q3592537,OpenTapioca
27 desanm,3494,Q2800,Wikipedia
Suzanne Comhaire-Sylvain,13333,Q12897540,Wikipedia
14 desanm,3481,Q2382,Wikipedia
31 desanm,3497,Q2912,Wikipedia
Philippe Hannibal Price,79160,Q27892464,Wikipedia
D’Haïti,None,Q2013,OpenTapioca
Jocelyne Trouillot,16278,Q16946662,Wikipedia
14 fevriye,3538,Q2332,Wikipedia
Lysius Salomon,32418,Q886204,Wikipedia
Léon Laleau,32445,Q3271119,Wikipedia
18 out,3353,Q2826,Wikipedia
Tancrède Auguste,32424,Q886451,Wikipedia
Carl Brouard,13190,Q2938879,Wikipedia
Parti communiste haïtien,None,Q3366221,OpenTapioca
Langston Hughes,None,Q188093,OpenTapioca
Papa,14827,Q7565,Wikipedia
manman,14699,Q65324787,Wikipedia
boulanje,13908,Q12888144,Wikipedia
abite,69330,Q65322756,Wikipedia
etid,14168,Q25579394,Wikipedia
djòb,14061,Q25579248,Wikipedia
Pipirit,14895,Q12895475,Wikipedia
André Malraux,81735,Q151164,Wikipedia
travay,15347,Q12897864,Wikipedia
pitit,14897,Q12895484,Wikipedia
15 oktòb,3405,Q2919,Wikipedia
rad,15018,Q11460,Wikipedia
gason,14254,Q3010,Wikipedia
7 me,3259,Q2553,Wikipedia
Frankofoni,None,Q134102,OpenTapioca
Fignolé,None,Q888818,OpenTapioca
Jean-Claude Fignolé,None,Q3164963,OpenTapioca
Papa,None,Q97382299,OpenTapioca
26 oktòb,3415,Q2953,Wikipedia
15 novanm,3436,Q2982,Wikipedia
Teyat,15298,Q11635,Wikipedia
lakay,14573,Q12893146,Wikipedia
prizon,14985,Q12895738,Wikipedia
fotografi,3087,Q11633,Wikipedia
Festival,85526,Q132241,Wikipedia
tan,15270,Q11471,Wikipedia
jounal,58924,Q1110794,Wikipedia
angletè,956,Q21,Wikipedia
Sosyete,11699,Q8425,Wikipedia
branch,59094,Q2923673,Wikipedia
L'Abeille haytienne,79277,Q63975347,Wikipedia
Ode,None,Q3207,OpenTapioca
J. C. Dorsainvil,None,Q6317460,OpenTapioca
lodyans,73236,Q3257804,Wikipedia
Fernand Hibbert,13222,Q2368727,Wikipedia
kont,14471,Q48688617,Wikipedia
Kettly Pierre Mars,None,Q3195618,OpenTapioca
Kettly Mars,None,Q3195618,OpenTapioca
L’Ange,None,Q1043,OpenTapioca
Laënnec Hurbon,None,Q16946779,OpenTapioca
Louis Boisrond,None,Q940025,OpenTapioca
Henock Trouillot,13239,Q3130320,Wikipedia
Manno Charlemagne,16337,Q2031705,Wikipedia
Lyonel Trouillot,None,Q637689,OpenTapioca
Evelyne Trouillot,None,Q12890535,OpenTapioca
Raoul Peck,16474,Q1357018,Wikipedia
Murder in Pacot,67319,Q21008514,Wikipedia
l’École Normale,None,Q83259,OpenTapioca
Colibri,None,Q3292853,OpenTapioca
Marie Vieux-Chauvet,None,Q3292853,OpenTapioca
Seymour Pradel,72459,Q3481042,Wikipedia
Vincent Ogé,32365,Q3559780,Wikipedia
Davertige,15911,Q7930927,Wikipedia
Fonds des Nègres,None,Q2235386,OpenTapioca
Vincent,None,Q5582,OpenTapioca
Colère,None,Q100391,OpenTapioca
François Rancillac,None,Q3085646,OpenTapioca
Nicole Dogué,None,Q16666535,OpenTapioca
15 mas,3146,Q2403,Wikipedia
Massillon Coicou,None,Q3297724,OpenTapioca
Dessalines,None,Q212068,OpenTapioca
Jean-Jacques Dessalines,None,Q212068,OpenTapioca
12 me,3264,Q2559,Wikipedia
Paul Eugène Magloire,32435,Q707178,Wikipedia
Liberya,1118,Q1014,Wikipedia
Kinchasa,3648,Q3838,Wikipedia
Maurice Sixto,None,Q3301423,OpenTapioca
literati ayisyen,62381,Q3256815,Wikipedia
Carlo Jean-Jacques,18134,Q12888573,Wikipedia
Jean-Marie Drot,17520,Q3167643,Wikipedia
Roosevelt Sanon,18436,Q20562163,Wikipedia
Lamour,18198,Q17377643,Wikipedia
Louis Bornó,32430,Q886472,Wikipedia
Srilanka,2179,Q854,Wikipedia
Afrik dinò,64106,Q27381,Wikipedia
Gérard Barthélemy,16183,Q16946375,Wikipedia
Etudes,None,Q3592584,OpenTapioca
Paris VIII,None,Q1194988,OpenTapioca
Elie Lescot,None,Q274660,OpenTapioca
Sœurs de Saint-Joseph de Cluny,None,Q1421589,OpenTapioca
Sainte-Rose de Lima,None,Q244383,OpenTapioca
Saint Paul,None,Q9200,OpenTapioca
Pompée Valentin Vastey,13307,Q3123220,Wikipedia
Michel Mauléart Monton,74483,Q3310311,Wikipedia
Larak,None,Q244746,OpenTapioca
Beaux-Arts,None,Q2893372,OpenTapioca
Le Matin,None,Q747947,OpenTapioca
Samedi Soir,None,Q3470737,OpenTapioca
Marcus Garcia,72530,Q85984786,Wikipedia
Jean Dominique,32226,Q577580,Wikipedia
koudeta,14502,Q12892466,Wikipedia
Pompée Valentin Vastey,None,Q3123220,OpenTapioca
Thomas-Alexandre Dumas,68886,Q572684,Wikipedia
Alexandre Dumas,32369,Q38337,Wikipedia
Desalin,None,Q2538562,OpenTapioca
Henri Christophe,None,Q353458,OpenTapioca
Jacques-Victor Henri,None,Q3158076,OpenTapioca
V. P.,None,Q15831366,OpenTapioca
Palè Sans Souci,None,Q930795,OpenTapioca
Victor Schoelcher,16533,Q120417,Wikipedia
Frantz Fanon,16584,Q193670,Wikipedia
Microsoft,32095,Q2283,Wikipedia
Apple,32096,Q312,Wikipedia
Linus Torvalds,13317,Q34253,Wikipedia
27 out,3361,Q2822,Wikipedia
Travay,15347,Q12897864,Wikipedia
Lasante,2731,Q12147,Wikipedia
Roger Gaillard,None,Q3438996,OpenTapioca
26 jiyè,3331,Q2723,Wikipedia
Serge Legagneur,None,Q12897255,OpenTapioca
O,None,Q23397,OpenTapioca
Karakas,3640,Q1533,Wikipedia
6 novanm,3427,Q2992,Wikipedia
Laënnec Hurbon,13274,Q16946779,Wikipedia
Descourt,None,Q5686982,OpenTapioca
Anis (plant),59731,Q43511,Wikipedia
Anis (anatomi),59732,Q497,Wikipedia
Briq,None,Q746034,OpenTapioca
Oerst,None,Q491270,OpenTapioca
Bale savann,13384,Q25578579,Wikipedia
bale lalou,13383,Q25578576,Wikipedia
Bougainvillea,None,Q56696405,OpenTapioca
Euphorbiaceæ ,64537,Q156584,Wikipedia
Endl,None,Q78605,OpenTapioca
Moringa,None,Q31874506,OpenTapioca
Fabaceæ,64533,Q44448,Wikipedia
Cæsalpiniaceæ,64499,Q2677138,Wikipedia
A.Rich.,None,Q340247,OpenTapioca
Dum.-Cours,None,Q2618729,OpenTapioca
Baill,None,Q461931,OpenTapioca
Juss,None,Q223963,OpenTapioca
Datura,None,Q2267736,OpenTapioca
lougawou,14656,Q12893736,Wikipedia
D.Don.,None,Q1174244,OpenTapioca
Sarg,None,Q1066128,OpenTapioca
pyebwa,None,Q10884,OpenTapioca
Ekos,None,Q22,OpenTapioca
Croton,None,Q6681,OpenTapioca
Poit,None,Q17642,OpenTapioca
akasan,68165,Q65323194,Wikipedia
legim fwi,61931,Q1470762,Wikipedia
Theobroma,None,Q647208,OpenTapioca
Kafe mawon granbwa,13547,Q12892247,Wikipedia
Tuss,None,Q679808,OpenTapioca
Lauraceæ,73798,Q26538,Wikipedia
pye karanbòl,13571,Q12895852,Wikipedia
Fwi,4001,Q1364,Wikipedia
karanbòl,13565,Q159447,Wikipedia
Trel,None,Q11829134,OpenTapioca
pye kiwi,13594,Q163522,Wikipedia
kiwi,13593,Q13194,Wikipedia
zannanna,2388,Q1493,Wikipedia
Ajil (adjektif),58539,Q12887132,Wikipedia
Ajil (non),58538,Q42302,Wikipedia
Akize,None,Q188878,OpenTapioca
Alyans,None,Q4063699,OpenTapioca
Son,None,Q4174776,OpenTapioca
Antant,None,Q177859,OpenTapioca
bakteri,58181,Q10876,Wikipedia
Bare,None,Q3519,OpenTapioca
Ap,None,Q190219,OpenTapioca
Apeti,None,Q1285513,OpenTapioca
Douz,None,Q1009268,OpenTapioca
wit,None,Q10884,OpenTapioca
Kont,None,Q1058441,OpenTapioca
konstriksyon,14466,Q25579652,Wikipedia
pH,60289,Q40936,Wikipedia
veso,58573,Q65324216,Wikipedia
Atlèt,None,Q757358,OpenTapioca
Anonse,None,Q9156039,OpenTapioca
Avni (ri),59067,Q1945687,Wikipedia
Avni (tan),59066,Q344,Wikipedia
bijou,13853,Q161439,Wikipedia
chèz,15188,Q15026,Wikipedia
bannann,2389,Q503,Wikipedia
lagè,14565,Q198,Wikipedia
sistèm,58741,Q25581166,Wikipedia
fonksyon,14226,Q12890699,Wikipedia
sona,60435,Q133220,Wikipedia
Yo ka,None,Q76514184,OpenTapioca
min,None,Q52239036,OpenTapioca
Bay (prepozisyon),58973,Q25582720,Wikipedia
Bay (vèb),58972,Q25582718,Wikipedia
Baz (chimi),59755,Q11193,Wikipedia
Baz (pozisyon),59756,Q12887871,Wikipedia
Bèj,None,Q274742,OpenTapioca
Bèlmè,None,Q22381996,OpenTapioca
kabann,58983,Q42177,Wikipedia
berceau,None,Q2961103,OpenTapioca
Erè,None,Q3372,OpenTapioca
Biblo,None,Q173532,OpenTapioca
bag,13795,Q46847,Wikipedia
braslè,59366,Q201664,Wikipedia
zanno,59250,Q168456,Wikipedia
Bip,None,Q157191,OpenTapioca
Biyè,None,Q213977,OpenTapioca
Bobine,None,Q4088555,OpenTapioca
Sou,None,Q231455,OpenTapioca
Frè,None,Q18444637,OpenTapioca
Bòpè,None,Q282439,OpenTapioca
dye,70836,Q65322021,Wikipedia
Bouboun,None,Q22697467,OpenTapioca
Pati,None,Q10622,OpenTapioca
Boukan,None,Q606564,OpenTapioca
Kole,None,Q3539151,OpenTapioca
Bouche (non),59109,Q329737,Wikipedia
Bouche (vèb),59108,Q12888130,Wikipedia
Brile,None,Q462663,OpenTapioca
"dan"" an",None,Q45474578,OpenTapioca
Danje,None,Q241543,OpenTapioca
Dantis,None,Q1792,OpenTapioca
dan,None,Q16867873,OpenTapioca
duo,None,Q109940,OpenTapioca
Montre,None,Q193370,OpenTapioca
milèt,None,Q61989561,OpenTapioca
Destine,None,Q307324,OpenTapioca
Eta,14165,Q7275,Wikipedia
monnen,14787,Q12894547,Wikipedia
kwasans,14557,Q25579733,Wikipedia
chomaj,57685,Q41171,Wikipedia
dwa,14087,Q12889748,Wikipedia
avni,13788,Q791219,Wikipedia
kontablite,14473,Q12892441,Wikipedia
aktif,13653,Q25578842,Wikipedia
bank,13808,Q12887758,Wikipedia
enpo,14140,Q8161,Wikipedia
Jèn,58662,Q7187,Wikipedia
siklòn,None,Q209190,OpenTapioca
15225,None,Q734594,OpenTapioca
66223,None,Q501114,OpenTapioca
13111,None,Q364873,OpenTapioca
Essex,None,Q23240,OpenTapioca
Grand Isle,None,Q3057652,OpenTapioca
Caledonia,None,Q22,OpenTapioca
Lamoille,None,Q505405,OpenTapioca
Vèmont,4047,Q16551,Wikipedia
Orange,None,Q181475,OpenTapioca
Accomack,None,Q49289,OpenTapioca
Brunswick,None,Q2773,OpenTapioca
Hanover,None,Q1715,OpenTapioca
Montgomery,None,Q29364,OpenTapioca
Nottoway,None,Q515220,OpenTapioca
Tazewell,None,Q1851161,OpenTapioca
Southampton,None,Q79848,OpenTapioca
Russell,None,Q33760,OpenTapioca
Alleghany,None,Q497899,OpenTapioca
Fluvanna,None,Q5462991,OpenTapioca
Augusta,None,Q2749,OpenTapioca
Prince William,None,Q36812,OpenTapioca
Prince Edward,None,Q590227,OpenTapioca
Buchanan,None,Q12325,OpenTapioca
Halifax,None,Q2141,OpenTapioca
Loudoun,None,Q495310,OpenTapioca
Lancaster,None,Q28260,OpenTapioca
Lee,None,Q80,OpenTapioca
Lunenburg,None,Q3920,OpenTapioca
Madison,None,Q11813,OpenTapioca
Dinwiddie,None,Q340606,OpenTapioca
Fauquier,None,Q502213,OpenTapioca
Tazewell County,None,Q494560,OpenTapioca
Wythe,None,Q1397321,OpenTapioca
Wight,None,Q9679,OpenTapioca
Middlesex,None,Q19186,OpenTapioca
Richmond,None,Q43421,OpenTapioca
Rappahannock,None,Q1333499,OpenTapioca
Washington,63700,Q25301,Wikipedia
Spokane,None,Q187805,OpenTapioca
James N. Glover,None,Q16037730,OpenTapioca
Kewaunee,None,Q932951,OpenTapioca
Buffalo,None,Q40435,OpenTapioca
Eau Claire,None,Q122563,OpenTapioca
Outagamie,None,Q94928,OpenTapioca
Trempealeau,None,Q494923,OpenTapioca
Bayfield,None,Q490482,OpenTapioca
Sauk,None,Q500933,OpenTapioca
Green Lake,None,Q500891,OpenTapioca
Chippewa,None,Q255872,OpenTapioca
Waukesha,None,Q370654,OpenTapioca
Racine,None,Q742,OpenTapioca
Ozaukee,None,Q505874,OpenTapioca
Waupaca,None,Q1569794,OpenTapioca
Pepin,None,Q505868,OpenTapioca
Wiskonnsin,4051,Q1537,Wikipedia
Juneau,None,Q29445,OpenTapioca
Fond du Lac,None,Q985584,OpenTapioca
Oconto,None,Q490477,OpenTapioca
St. Croix,None,Q642481,OpenTapioca
Dodge Washington,None,Q12889630,OpenTapioca
Kenosha,None,Q462161,OpenTapioca
Manitowoc,None,Q500984,OpenTapioca
La Crosse,None,Q936780,OpenTapioca
Marinette,None,Q1130480,OpenTapioca
Shawano,None,Q1013670,OpenTapioca
Lincoln,None,Q91,OpenTapioca
Winnebago,None,Q1537653,OpenTapioca
Sheboygan,None,Q984834,OpenTapioca
Door,None,Q490550,OpenTapioca
Saint Croix,None,Q642481,OpenTapioca
Laramie,None,Q327515,OpenTapioca
Big Horn,None,Q109503,OpenTapioca
Uinta,None,Q483973,OpenTapioca
Sublette,None,Q601626,OpenTapioca
Johnson,None,Q180589,OpenTapioca
Fremont,None,Q49220,OpenTapioca
Hot Springs,None,Q79924,OpenTapioca
Teton,None,Q488912,OpenTapioca
Albany,None,Q37100,OpenTapioca
Niobrara,None,Q485641,OpenTapioca
Washakie,None,Q112846,OpenTapioca
ayewopò,59023,Q1248784,Wikipedia
Dong Hoi,57520,Q1877,Wikipedia
Quang Binh,57523,Q23533,Wikipedia
Vyetnam,2189,Q881,Wikipedia
Camagüey,52487,Q215147,Wikipedia
Ciego de Ávila,52488,Q220692,Wikipedia
Guantánamo,52492,Q115319,Wikipedia
Avàn,52490,Q274126,Wikipedia
51002,None,Q1219830,OpenTapioca
Pinar del Río,52498,Q115497,Wikipedia
