text,text_preprocessed,k10_label
"Skotlund ([[Inglish]]: ""Scotland"", [[Skots]]: ""Scotland"", Skottish Gaelic: ""Alba"") esa kuntrii i' north o' t' [[Yunitid Kingdum]].",Skotlund esa kuntrii i north o t Yunitid_Kingdum,0_1
El Salvador esa kuntrii i' [[Sentril Merika]].,El Salvador esa kuntrii i Sentril_Merika,0_18
"[[Sowth Sudan]] esa t' kuntrii, gain't independens i' 2011.",Sowth_Sudan esa t kuntrii gaint independens i,0_14
T' Repablik a' (also spelt Belau) esa ailen kuntrii i' [[Pesifik Oshen]].,T Repablik a esa ailen kuntrii i Pesifik_Oshen,0_0
"Gwiiana, ofisialii ([[Inglish]]), (""Co-operative Republic of Guyana"") esa kuntrii i' [[Sowth Merika]].",Gwiiana ofisialii esa kuntrii i Sowth_Merika,0_7
"Chekya (""Česko"") / Chek Repablik (""Česká republika"") esa kuntrii i' [[Urup]].",Chekya Chek Repablik esa kuntrii i Urup,0_1
"Minecraft haufs nor a [[Norfuk]] laenghwij opshun, but et haufs sam kuntriis' [[Inglish]] dialects: [[Ostrielya]], [[Nyuu Ziilan]], [[Sowth Afreka]], [[Kaneda]], t' Yunitid Staits an t' [[Yunitid Kingdum]].",Minecraft haufs nor a Norfuk laenghwij opshun but et haufs sam kuntriis Inglish dialects Ostrielya Nyuu Ziilan Sowth Afreka Kaneda t Yunitid Staits an t Yunitid Kingdum,0_19
"Tunisia, ofisialii Repablik o' Tunisia ([[Erabek]]: تونس‎) esa kuntrii i' North Afreka.",Tunisia ofisialii Repablik o Tunisia esa kuntrii i North Afreka,0_1
"Repablik o' Abkasiya (Abkasiyan: ""Аҧсны Аҳәынҭқарра"") es unrekogniisid kuntrii to north o' [[Jorja]] (ofisholi et es part o' Jorja).",Repablik o Abkasiya es unrekogniisid kuntrii to north o Jorja,0_14
"Kataa ([[Erabek]]: Ŕāō∑ōĪ [ňąq…ĎtňĀ…Ďr]‚Äé) esa kuntrii (emiraiit) i' t‚Äô [[Medl Eist]], i' [[Asya]].",Kataa esa kuntrii i t‚Äô Medl_Eist i Asya,0_1
"A' Septemba 3, t' letl kuntrii gaiin'd ets [[independens]].",A Septemba t letl kuntrii gaiind ets independens,0_14
Larnaka esa kuurort citii i' [[Siipris]].,Larnaka esa kuurort citii i Siipris,2_1
Kraków () es t' sekan biges citii in [[Poeland]].,Kraków es t sekan biges citii in Poeland,2_0
"Abaza ([[Rushan]]: Абаза) esa citii i' [[Rusha]], i' Khakassia.",Abaza esa citii i Rusha i Khakassia,2_9
Lae es t' sekan biges sitii iin [[Papua Nyuu Gini]].,Lae es t sekan biges sitii iin Papua_Nyuu_Gini,2_0
Baagdad ([[Erabek]]: بغداد‎) esa wan o' em biges citii o' [[Medl Eist]].,Baagdad esa wan o em biges citii o Medl_Eist,2_13
"Campora San Giovanni, esa citii i' [[Italii]], a' es 6,2 km area.",Campora San Giovanni esa citii i Italii a es km area,2_12
"Orklan (Maori: ""Tāmaki-Makarau"", [[Inglish]]: ""Auckland"") es t' biges citii i' [[Nyuu Ziilan]].",Orklan es t biges citii i Nyuu_Ziilan,2_13
Graz es t' sekan biges citii en [[Ostriya]].,Graz es t sekan biges citii en Ostriya,2_0
"Ghent (Dutch: ""Gent"") es a citii i' [[Beljum]].",Ghent es a citii i Beljum,2_1
Brisbin esa citii i' [[Ostrielya]].,Brisbin esa citii i Ostrielya,2_5
"Kaliningrad ([[Rushan]]: ""Калининград"") esa citii i' [[Rusha]], t' senta a' Kaliningrad Oblast.",Kaliningrad esa citii i Rusha t senta a Kaliningrad Oblast,2_9
Edelaid esa citii i' [[Ostrielya]].,Edelaid esa citii i Ostrielya,2_5
Podolsk esa citii i' Moscow Oblast i' [[Rusha]].,Podolsk esa citii i Moscow Oblast i Rusha,2_9
Johannesburg es t' largest citii i' [[Sowth Afreka]].,Johannesburg es t largest citii i Sowth_Afreka,2_1
" <ns>0</ns>  <revision></revision>  <timestamp>2017-04-07T15:52:40Z</timestamp>  <contributor></contributor>  <ip>161.77.41.88</ip>    <comment>Created page with "" Pittsfield esa [[citii]] i' Yunitid Staits.",nsns revisionrevision timestampTZtimestamp contributorcontributor ipip commentCreated page with Pittsfield esa citii i Yunitid Staits,2_2
"Es popyulayshun s' es 44,737 i' 2010...""</comment>  <model>wikitext</model>  <format>text/x-wiki</format> Pittsfield esa [[citii]] i' Yunitid Staits.",Es popyulayshun s es i comment modelwikitextmodel formattextxwikiformat Pittsfield esa citii i Yunitid Staits,2_3
"Jeruusalem es t' biges citii o [[Esrail]], w' an approximate popyuulashun a' 890,428 salan.",Jeruusalem es t biges citii o Esrail w an approximate popyuulashun a salan,2_4
Grenobel esa citii i' [[Frans]].,Grenobel esa citii i Frans,2_11
Naant ulla Naat esa citii i' [[Frans]].,Naant ulla Naat esa citii i Frans,2_11
"It es t' sekan biges citii a' t' Baawltik staits, aafta [[Riigaa]].",It es t sekan biges citii a t Baawltik staits aafta Riigaa,2_0
Saint Piiterburg esa sekan biges citii i' [[Rusha]].,Saint Piiterburg esa sekan biges citii i Rusha,2_13
Straasbur esa citii i' [[Frans]].,Straasbur esa citii i Frans,2_11
"Cusco (""Qusqu"") esa citii i' [[Peruu]], a' es 70.015 km area.",Cusco esa citii i Peruu a es km area,2_9
Gniezno esa citii i' [[Poeland]].,Gniezno esa citii i Poeland,2_9
"Uetersen ([[Inglish]]: ňąyňźt…źz…ôn) esa citii i' [[Doichland]], a' es 11,43km area.",Uetersen esa citii i Doichland a es km area,2_11
"Esa 34th biges citii i' [[Norwaii]], en d' biges i' Nord-Trøndelag.",Esa th biges citii i Norwaii en d biges i NordTrøndelag,2_13
Astrakan esa citii i' t' sowth paat o' [[Rusha]].,Astrakan esa citii i t sowth paat o Rusha,2_11
Pirth esa citii i' [[Ostrielya]].,Pirth esa citii i Ostrielya,2_5
Kaluga esa citii i' [[Rusha]] an center a' t' Kaluga Oblast.,Kaluga esa citii i Rusha an center a t Kaluga Oblast,2_9
"Chillyan esa citii i' [[Chili]], en t' prowins o' Ñuble, i' Biobío Region.",Chillyan esa citii i Chili en t prowins o Ñuble i Biobío Region,2_11
Curitiba esa biges citii i' Sowth [[Bresel]].,Curitiba esa biges citii i Sowth Bresel,2_13
Hamburg esa big citii i' [[Doichland]].,Hamburg esa big citii i Doichland,2_1
"Lioen ([[French]]: ""Lyon""; Arpitanii: ""Liyon"") esa t' thiird biges citii an t' sekan biges yuurban airea i' [[Frans]], t' administrativ sentaa a' rijion a' Oviirn-Ronee-Aalps.",Lioen esa t thiird biges citii an t sekan biges yuurban airea i Frans t administrativ sentaa a rijion a OviirnRoneeAalps,2_6
"Bergen, Trondheim, Stavanger, Drammen, Kristiansand an' [[Harstad]] esa big citiis i' Norwaii.",Bergen Trondheim Stavanger Drammen Kristiansand an Harstad esa big citiis i Norwaii,2_7
Melban esa citii i' [[Ostrielya]].,Melban esa citii i Ostrielya,2_5
Sidni esa citii i' [[Ostrielya]].,Sidni esa citii i Ostrielya,2_5
"Alis Springs (, ) esa sekan biges citii en t' [[Northan Teritrii]] o' [[Ostrielya]].",Alis Springs esa sekan biges citii en t Northan_Teritrii o Ostrielya,2_0
"Detroiit ([[Inglish]]: ""Detroit""; [[French]]: ""Détroit"") esa citii i' t' [[Yunitid Staits o' Merika]], ner t' bord w' [[Kaneda]].",Detroiit esa citii i t Yunitid_Staits_o_Merika ner t bord w Kaneda,2_9
Osasco esa biges citii i' [[Bresel]].,Osasco esa biges citii i Bresel,2_13
Tegeraan esa citii i' [[Medl Eist]] in [[Asya]].,Tegeraan esa citii i Medl_Eist in Asya,2_11
Medlin esa t' sekan biges citii a' [[Kolombiya]].,Medlin esa t sekan biges citii a Kolombiya,2_0
I' es t' sekan biges citii i' Sowth Afreka (aafta [[Johannesburg]]).,I es t sekan biges citii i Sowth Afreka,2_0
"T' citii which es located on t' Geba River estuary, off t' [[Etlantic Oshen]], es t' kuntrii's biges citii, major port, an its administrative an military centre.",T citii which es located on t Geba River estuary off t Etlantic_Oshen es t kuntriis biges citii major port an its administrative an military centre,2_8
"Pskov ([[Rushan]]: ""Псков"") esa citii i' [[Rusha]], t' senta o' Pskov Oblast.",Pskov esa citii i Rusha t senta o Pskov Oblast,2_9
Ufa esa citii i' [[Rusha]].,Ufa esa citii i Rusha,2_9
Hobart esa citii i' [[Ostrielya]].,Hobart esa citii i Ostrielya,2_5
Istanbul ( ) es t' bigges citii in [[Turkii]] an [[Urup]].,Istanbul es t bigges citii in Turkii an Urup,2_13
WieluŇĄ (ňąv ≤…õlu…≤) esa citii i' [[Poeland]].,WieluŇĄ esa citii i Poeland,2_9
T' ailen es a' teritrii a' [[Chili]].,T ailen es a teritrii a Chili,2_10
Bordooe esa citii i' [[Frans]].,Bordooe esa citii i Frans,2_11
Volgograd esa citii i' [[Rusha]].,Volgograd esa citii i Rusha,2_9
Marseii ([[French]]: Marseille) esa t' sekan biges citii i' France.,Marseii esa t sekan biges citii i France,2_0
"Concepción esa citii i' [[Chili]], a' es 221,6 km² area.",Concepción esa citii i Chili a es km² area,2_11
Nadi es t' therd biges citii i' [[Fiijii]].,Nadi es t therd biges citii i Fiijii,2_13
Port Macquarie es a citii i' [[Nyuu Sauth Wiels]].,Port Macquarie es a citii i Nyuu_Sauth_Wiels,2_1
Chinandega esa citii i' [[Nicaragua]].,Chinandega esa citii i Nicaragua,2_9
Harstad esa [[citii]] i' [[Norwaii]].,Harstad esa citii i Norwaii,2_9
Toloen esa citii i' [[Frans]].,Toloen esa citii i Frans,2_11
"Coreca, esa citii i' [[Italii]], a' es 4 km area.",Coreca esa citii i Italii a es km area,2_12
"Siligo esa citii i' [[Italii]], a' es 4,2 km area.",Siligo esa citii i Italii a es km area,2_12
Hannover esa citii i' [[Doichland]].,Hannover esa citii i Doichland,2_9
Es biges citii i' [[Hungrii]].,Es biges citii i Hungrii,2_13
"Krestcherch ([[Inglish]]: ""Christchurch"", [[Maaori]]: ""Otautahi"") (ulla Kristcherch) es a citii i' [[Nyuu Ziilan]].",Krestcherch es a citii i Nyuu_Ziilan,2_1
I' es t' biges citii on t' [[Sauth Ailen]].,I es t biges citii on t Sauth_Ailen,2_13
Mediina esa emportan citii i' [[Islem]].,Mediina esa emportan citii i Islem,2_1
Suwałki esa citii i' [[Poeland]].,Suwałki esa citii i Poeland,2_9
T' biges citii es [[Krestcherch]].,T biges citii es Krestcherch,2_13
Lautoka es t' sekan biges citii i' [[Fiijii]].,Lautoka es t sekan biges citii i Fiijii,2_0
"Lonseston ([[Inglish]]: ""Launceston"") es a citii en [[Tasmainya]].",Lonseston es a citii en Tasmainya,2_1
Daarwin esa citii i' [[Ostrielya]].,Daarwin esa citii i Ostrielya,2_5
Ostrielyan Kapitel Teritrii esa fedrel teritrii i' [[Ostrielya]].,Ostrielyan Kapitel Teritrii esa fedrel teritrii i Ostrielya,2_14
"Valensyaa esa citii i' [[Spain]], i' t' Meditteranean koost.",Valensyaa esa citii i Spain i t Meditteranean koost,2_9
"Edirne (, , ) esa citii a' t' [[Urup]]ean paat o' [[Turkii]].",Edirne esa citii a t Urupean paat o Turkii,2_9
Habr esa citii i' [[Frans]].,Habr esa citii i Frans,2_11
Tuluus esa citii i' [[Frans]].,Tuluus esa citii i Frans,2_11
"Okhrid (Masedoenyan: Охрид; [[Elbanyan]]: Ohër/Ohri; [[Griik]]: Αχρίδα/Οχρίδα) esa citii i' [[North Masedoenya]], a' t' koest o' Okhrid's Leik.",Okhrid esa citii i North_Masedoenya a t koest o Okhrids Leik,2_9
Friiport esa citii i' [[Bahaamas]].,Friiport esa citii i Bahaamas,2_9
"Seltchan (Chekyan: ""Sedlčany""; Doich: ""Seltschan"") esa citii i' Sentachekyan region a' [[Chekya]].",Seltchan esa citii i Sentachekyan region a Chekya,2_11
"Durban (Zulu: ""eThekwini"") es t' therd biges citii i' [[Sowth Afreka]].",Durban es t therd biges citii i Sowth_Afreka,2_13
"Ushuaia ([[Spanish]]: ""Ushuaia"") esa citii i' [[Aajentiina]].",Ushuaia esa citii i Aajentiina,2_9
Taatu esa citii i' [[Estonya]].,Taatu esa citii i Estonya,2_9
"Nyuukaasel ([[Inglish]]: ""Newcastle"") (ulla ""Nyuukastel"") es t' sekan biges citii i' [[Nyuu Sauth Wiels]], aafta Sidnii.",Nyuukaasel es t sekan biges citii i Nyuu_Sauth_Wiels aafta Sidnii,2_0
"Pinsk ([[Belerushan]]: ""Пінск""; [[Rushan]]: ""Пинск"") esa citii i' [[Belerus]].",Pinsk esa citii i Belerus,2_9
Labasa es a citii i' [[Fiijii]].,Labasa es a citii i Fiijii,2_1
 esa kuntrii i' [[Urup]].,esa kuntrii i Urup,9_5
Afganistaan esa kuntrii i' [[Asya]].,Afganistaan esa kuntrii i Asya,9_6
 es a' ailen kuntriis a' [[Afreka]].,es a ailen kuntriis a Afreka,9_7
 esa kuntrii i' [[Afreka]].,esa kuntrii i Afreka,9_3
Estonya esa kuntrii i' [[Urup]].,Estonya esa kuntrii i Urup,9_5
Iseland esa kuntrii i' [[Urup]].,Iseland esa kuntrii i Urup,9_5
Moldoewa ([[Romainyan]]: Moldova; [[Rushan]]: Молдавия) esa kuntrii i' [[Urup]].,Moldoewa esa kuntrii i Urup,9_5
Sierra Leona esa kuntrii i' [[Afreka]].,Sierra Leona esa kuntrii i Afreka,9_3
Sowth Afreka esa kuntrii i' [[Afreka]].,Sowth Afreka esa kuntrii i Afreka,9_3
Hungrii esa kuntrii i' [[Urup]].,Hungrii esa kuntrii i Urup,9_5
Botswana esa kuntrii i' [[Afreka]].,Botswana esa kuntrii i Afreka,9_3
 esa kuntrii i' [[Asya]].,esa kuntrii i Asya,9_6
Luksemborg esa kuntrii i' [[Urup]].,Luksemborg esa kuntrii i Urup,9_5
 esa kuntrii i' sowth [[Asya]].,esa kuntrii i sowth Asya,9_0
Togo esa kuntrii i' [[Afreka]].,Togo esa kuntrii i Afreka,9_3
Gambia esa kuntrii i' [[Afreka]].,Gambia esa kuntrii i Afreka,9_3
 esa letl kuntrii i' [[Urup]].,esa letl kuntrii i Urup,9_1
Liktenstiin esa iwi kuntrii i' [[Urup]].,Liktenstiin esa iwi kuntrii i Urup,9_1
Eerak esa kuntrii en [[Asya]].,Eerak esa kuntrii en Asya,9_0
Keniia esa kuntrii i' [[Afreka]].,Keniia esa kuntrii i Afreka,9_3
Cape Verde esa [[ailen]] kuntrii i' [[Afreka]].,Cape Verde esa ailen kuntrii i Afreka,9_4
 esa kuntrii i' [[Urup]] an [[Asya]].,esa kuntrii i Urup an Asya,9_5
Marlta esa letl kuntrii i' [[Urup]].,Marlta esa letl kuntrii i Urup,9_1
Morocco esa kuntrii i' [[Afreka]].,Morocco esa kuntrii i Afreka,9_3
Dem esa [[ailen]] kuntrii i' [[Asya]].,Dem esa ailen kuntrii i Asya,9_2
 (Tchad) esa kuntrii i' sentril [[Afreka]].,esa kuntrii i sentril Afreka,9_0
Tailan esa kuntrii i' [[Asya]].,Tailan esa kuntrii i Asya,9_6
Elbanya esa kuntrii i' [[Urup]].,Elbanya esa kuntrii i Urup,9_5
 es a' kuntrii en west [[Afreka]].,es a kuntrii en west Afreka,9_7
Lithyuanya esa kuntrii i' [[Urup]].,Lithyuanya esa kuntrii i Urup,9_5
Endora esa kuntrii i' [[Urup]].,Endora esa kuntrii i Urup,9_5
 esa ailen kuntrii i' [[Asya]] a' [[Urup]].,esa ailen kuntrii i Asya a Urup,9_2
Mozambique esa kuntrii i' [[Afreka]].,Mozambique esa kuntrii i Afreka,9_3
Zimbabwe esa kuntrii i' sowth [[Afreka]].,Zimbabwe esa kuntrii i sowth Afreka,9_0
Buuten esa kuntrii i' [[Asya]].,Buuten esa kuntrii i Asya,9_6
Angola esa kuntrii i' [[Afreka]].,Angola esa kuntrii i Afreka,9_3
 es a' kuntrii i' west [[Afreka]].,es a kuntrii i west Afreka,9_7
Bulgeriya esa kuntrii i' [[Urup]].,Bulgeriya esa kuntrii i Urup,9_5
 es a' kuntrii i' [[Afreka]].,es a kuntrii i Afreka,9_4
Portugal esa kuntrii i' [[Urup]].,Portugal esa kuntrii i Urup,9_5
Bruunii esa kuntrii i' [[Asya]].,Bruunii esa kuntrii i Asya,9_6
Niijiirya esa kuntrii i' [[Afreka]].,Niijiirya esa kuntrii i Afreka,9_3
Swiiden esa kuntrii i' [[Urup]].,Swiiden esa kuntrii i Urup,9_5
 esa kuntrii i' sowth [[Urup]].,esa kuntrii i sowth Urup,9_0
Mauretania esa kuntrii i' [[Afreka]].,Mauretania esa kuntrii i Afreka,9_3
"Somalia (, ) esa kuntrii i' [[Afreka]].",Somalia esa kuntrii i Afreka,9_3
Mauritius esa ailen kuntrii i' [[Afreka]].,Mauritius esa ailen kuntrii i Afreka,9_4
Kamerun esa kuntrii i' [[Afreka]].,Kamerun esa kuntrii i Afreka,9_3
Myanmaa (Berma) esa kuntrii i' [[Asya]].,Myanmaa esa kuntrii i Asya,9_6
Libiia esa kuntrii i' [[Afreka]].,Libiia esa kuntrii i Afreka,9_3
"Eserbeyjan ([[Eserbeyjani]]: ""Azərbaycan"", ""Azərbaycan Respublikası"") esa [[kuntrii]] i' [[Urup]] an [[Asya]].",Eserbeyjan esa kuntrii i Urup an Asya,9_5
Repablik o' t' Kongo esa kuntrii i' [[Afreka]].,Repablik o t Kongo esa kuntrii i Afreka,9_3
"Niijir ([[French]]: ""Niger"") esa kuntrii i' [[Afreka]].",Niijir esa kuntrii i Afreka,9_3
Ejiipt esa kuntrii i' [[Afreka]].,Ejiipt esa kuntrii i Afreka,9_3
Es t' letles kuntrii i' [[Asya]].,Es t letles kuntrii i Asya,9_2
Griese esa kuntrii i' [[Urup]].,Griese esa kuntrii i Urup,9_5
 esa kuntrii i' Sentril [[Urup]].,esa kuntrii i Sentril Urup,9_0
Burundi esa letl kuntrii i' [[Afreka]].,Burundi esa letl kuntrii i Afreka,9_4
Spain esa kuntrii i' [[Urup]].,Spain esa kuntrii i Urup,9_5
Yukrayn (Yukrayniian: Україна) esa kuntrii i' [[Urup]].,Yukrayn esa kuntrii i Urup,9_5
Ethiopia esa kuntrii i' [[Afreka]].,Ethiopia esa kuntrii i Afreka,9_3
Namibia esa kuntrii i' [[Afreka]].,Namibia esa kuntrii i Afreka,9_3
Finland esa kuntrii i' [[Urup]].,Finland esa kuntrii i Urup,9_5
Turkii esa kuntrii i' [[Urup]] a' [[Asya]].,Turkii esa kuntrii i Urup a Asya,9_5
Aarmanya esa kuntrii i' [[Asya]].,Aarmanya esa kuntrii i Asya,9_6
Uro (€; EUR) esa kurencii i' [[Urup]].,Uro esa kurencii i Urup,9_7
Italii esa kuntrii i' [[Urup]].,Italii esa kuntrii i Urup,9_5
Endya esa kuntrii i' [[Asya]].,Endya esa kuntrii i Asya,9_6
Liberia esa kuntrii i' t' west o' [[Afreka]].,Liberia esa kuntrii i t west o Afreka,9_6
Algeria esa kuntrii i' [[Afreka]].,Algeria esa kuntrii i Afreka,9_3
Tansaania esa kuntrii i' [[Afreka]].,Tansaania esa kuntrii i Afreka,9_3
Zambia esa kuntrii i' sowth [[Afreka]].,Zambia esa kuntrii i sowth Afreka,9_0
Benin esa kuntrii i' [[Afreka]].,Benin esa kuntrii i Afreka,9_3
Eswotiini ulla Swoseland esa kuntrii i' [[Afreka]].,Eswotiini ulla Swoseland esa kuntrii i Afreka,9_3
 esa ailen kuntrii i' [[Urup]].,esa ailen kuntrii i Urup,9_1
 es a' kuntrii a' [[Afreka]].,es a kuntrii a Afreka,9_7
Deir esa 3 kuntriis i' [[Ostrielya]]:,Deir esa kuntriis i Ostrielya,9_7
" esa kuntrii i' [[Urup]] wi' 621,000 salam.",esa kuntrii i Urup wi salam,9_5
Burkina Faso esa kuntrii i' [[Afreka]].,Burkina Faso esa kuntrii i Afreka,9_3
 es t' therd biges kuntrii i' [[Afreka]].,es t therd biges kuntrii i Afreka,9_4
Riigaa es kapitel citii a' [[Latwya]].,Riigaa es kapitel citii a Latwya,7_0
Ets elsa t' kapitel an t' biges citii a' [[Eraak]] (wit a' popyulayshun a' 9 million salan).,Ets elsa t kapitel an t biges citii a Eraak,7_9
"Sukhumi ulla Sukhum ([[Rushan]]: Сухум; Jorjan: სოხუმი; Abkasiyan: ""Аҟәа"") es t' kapitel citii o' region Abkasiya an o' unrekogniis'd kuntrii [[Repablik o' Abkasiya]] (""[[Jorja]]"").",Sukhumi ulla Sukhum es t kapitel citii o region Abkasiya an o unrekogniisd kuntrii Repablik_o_Abkasiya,7_1
Kingston es t' mien toen an t' kapitel citii a' [[Jamaeka]].,Kingston es t mien toen an t kapitel citii a Jamaeka,7_0
Tallinn () es t' kapitel an biges [[citii]] o [[Estonya]].,Tallinn es t kapitel an biges citii o Estonya,7_3
"[[Daarwin]] esa kapitel a' biges citii, [[Alis Springs]] a' Ten'nent Criik a' otha citii.",Daarwin esa kapitel a biges citii Alis Springs a Tennent Criik a otha citii,7_2
"Yaren ([[Nauruuan]]: ""Moqua/Makwa"") es t' ""de jure"" kapitel citii o' t' ailen kuntrii [[Nauruu]].",Yaren es t de jure kapitel citii o t ailen kuntrii Nauruu,7_0
"Bamaakoe es t' kapitel an biges citii a' [[Maali]], wi' a popyulashun a' 1.8 million (2009 Census, provisional).",Bamaakoe es t kapitel an biges citii a Maali wi a popyulashun a million,7_3
"Romaa es t' kapitel citii o' [[Italii]], a' es 1.287,3586 km area.",Romaa es t kapitel citii o Italii a es km area,7_1
"Juba es t' kapitel citii a'[[Sowth Sudan]],an mas popyuulos citii i'Sowth Sudan.W' an estimatid 525,953 salan i' 2017.",Juba es t kapitel citii aSowth_Sudanan mas popyuulos citii iSowth SudanW an estimatid salan i,7_1
Hanoi es t' kapitel an sekan biges citii i' [[Wiyetnaam]].,Hanoi es t kapitel an sekan biges citii i Wiyetnaam,7_5
"Skopie (Masedoenyan: ""Скопје""; [[Elbanyan]]: ""Shkup"") es t' kapitel citii o' [[North Masedoenya]].",Skopie es t kapitel citii o North_Masedoenya,7_1
Es t' kapitel citii a' t' stait a' [[Sowth Ostrielya]].,Es t kapitel citii a t stait a Sowth_Ostrielya,7_1
Muskaat ( ) es t' kapitel citii o' [[Omaan]].,Muskaat es t kapitel citii o Omaan,7_1
"Vilnius () es t' kapitel a' [[Lithyuanya]], an its biges citii, wi' a popyulashun a' 535,091 (809,225 t'gether wi' Vilnius County) as a' 2011.",Vilnius es t kapitel a Lithyuanya an its biges citii wi a popyulashun a as a,7_5
"Kanbra esa kapitel citii o' [[Ostrielya]], an kapitel a' t' [[Ostrielyan Kapitel Teritrii]] too.",Kanbra esa kapitel citii o Ostrielya an kapitel a t Ostrielyan Kapitel Teritrii too,7_0
T' kapitel an laarjist citii es [[Caracas]].,T kapitel an laarjist citii es Caracas,7_2
[[Hobart]] esa kapitel a' biges citii.,Hobart esa kapitel a biges citii,7_2
Minsk es t' kapitel an biges citii o' [[Belerus]].,Minsk es t kapitel an biges citii o Belerus,7_3
Reykyavik (ulla Reykjavík en Iselandic) () es t' kapitel an t' uni big citii en [[Iseland]].,Reykyavik es t kapitel an t uni big citii en Iseland,7_5
"Ets neya o' t' kapitel citii o' t' kuntrii, [[Budapest]].",Ets neya o t kapitel citii o t kuntrii Budapest,7_1
London ulla Landon es t' [[kapitel citii]] a' [[Ingland]] an t' [[Yunitid Kingdum]].,London ulla Landon es t kapitel_citii a Ingland an t Yunitid Kingdum,7_5
Suva es t' kapitel an biges citii i' [[Fiijii]].,Suva es t kapitel an biges citii i Fiijii,7_3
"Soel (, ""Kapitel Citii"", f' anshunt Sillan ""Seorabeol""), ofisholi t' Soel Special Citii, es t' kapitel an t' biges metropolis a' [[Sowth Koriya]].",Soel ofisholi t Soel Special Citii es t kapitel an t biges metropolis a Sowth_Koriya,7_9
Manila es t' Kapitel an bigges citii a' [[Felapiins]].,Manila es t Kapitel an bigges citii a Felapiins,7_2
Jakarta es t' kapitel a' biges citii o' [[Endonesya]].,Jakarta es t kapitel a biges citii o Endonesya,7_2
Kampala es t' biges citii an kapitel a' [[Yuganda]].,Kampala es t biges citii an kapitel a Yuganda,7_2
"Kasaan (Tataar: ""Казан""; [[Rushan]]: ""Казань"") esa t' kapitel citii a' Tatarstaan, t' repablik bin sityuuaitiid i' [[Rusha]].",Kasaan esa t kapitel citii a Tatarstaan t repablik bin sityuuaitiid i Rusha,7_0
"Cape Taun ([[Inglish]]: ""Cape Town"", [[Afrikaans]]: ""Kaapstad"", Xhosa: ""iKapa"") es t' kapitel citii o' Western Cape, [[Sowth Afreka]].",Cape Taun es t kapitel citii o Western Cape Sowth_Afreka,7_1
Tbilisi esa T' kapitel citii [[Jorja]].,Tbilisi esa T kapitel citii Jorja,7_0
Funafuti es t' kapitel an t' biges citii i' [[Tuwaluu]].,Funafuti es t kapitel an t biges citii i Tuwaluu,7_9
Lisboa es t' kaapitel citii o' [[Porchugal]].,Lisboa es t kaapitel citii o Porchugal,7_0
"Dublin (, ) es t' kapitel an biges citii a' [[Airiland]].",Dublin es t kapitel an biges citii a Airiland,7_3
[[Ngerulmud]] es t' kapitel citii o' [[Palau]].,Ngerulmud es t kapitel citii o Palau,7_1
"Es t' smaalest kapitel citii o' em endependent kuntriis, [[wit]]' popyulayshun a' 'baut 250 salan.",Es t smaalest kapitel citii o em endependent kuntriis wit popyulayshun a baut salan,7_1
Sofia es t' kapitel citii a' [[Bulgeriya]].,Sofia es t kapitel citii a Bulgeriya,7_1
Nuuk () es t' kapitel an t' biges citii a' [[Griinland]].,Nuuk es t kapitel an t biges citii a Griinland,7_9
Adamstoen esa t' mien toen an a' kapitel citii o' t' [[Pitkern Ailen]].,Adamstoen esa t mien toen an a kapitel citii o t Pitkern_Ailen,7_0
"Adamstoen esa t' sekan liist popyulas kapitel citii i' t' werl, efta King Edward Point (22 inhabitants) o' Sowth Jorja and t' Sowth Sandwich Ailen (elsa a' teritrii o' t' [[Yunitid Kingdum]]).",Adamstoen esa t sekan liist popyulas kapitel citii i t werl efta King Edward Point o Sowth Jorja and t Sowth Sandwich Ailen,7_4
"Konstantinopel ([[Griik]]: Κωνσταντινούπολις; [[Leten]]: ""Cōnstantīnopolis"") wos t' kapitel citii o' t' Romaan Empaye (den et wos kool'd Nyuu Rome), Vizantiin Empaye, Leten Empaye an Ottoman Empaye.",Konstantinopel wos t kapitel citii o t Romaan Empaye Vizantiin Empaye Leten Empaye an Ottoman Empaye,7_1
Moskou es t' kapitel an' t' biges citii a' [[Rusha]] an' t' sekan biges citii a' [[Urup]] (aftaa [[Istanbuel]]).,Moskou es t kapitel an t biges citii a Rusha an t sekan biges citii a Urup,7_9
Afta [[YoSSR]] kollaps'd Moskou bikaaem'd t' kapitel citii o' [[Rusha]].,Afta YoSSR kollapsd Moskou bikaaemd t kapitel citii o Rusha,7_1
"Manama ( """") es t' kapitel an biges citii o' [[Barain]], w' an approximate popyulayshun a' 155,000 piopel.",Manama es t kapitel an biges citii o Barain w an approximate popyulayshun a piopel,7_3
"Helsinki (; , ) es t' kapitel an t biges [[citii]] a' [[Finland]].",Helsinki es t kapitel an t biges citii a Finland,7_9
Budapest es kapitel citii a' [[Hungrii]].,Budapest es kapitel citii a Hungrii,7_0
Ankara es t' kapitel an a' biges citii o' [[Turkii]].,Ankara es t kapitel an a biges citii o Turkii,7_5
Managua es t' kapitel an biges citii a' [[Nicaragua]].,Managua es t kapitel an biges citii a Nicaragua,7_3
"Tunis ulla Tunisia ([[Erabek]]: تونس‎; [[French]]: ""Tunis"") es t' kapitel an biges citii o' [[Tunisia]].",Tunis ulla Tunisia es t kapitel an biges citii o Tunisia,7_3
T' kapitel an biges citii es [[Moskou]].,T kapitel an biges citii es Moskou,7_3
